e1	e2	e3	cumvol
2.9578E+00	9.2143E-01	4.7801E-01	5.6237671465283E-01
4.8697E-03	2.7494E+00	5.1063E-01	5.6241709982938E-01
3.8976E-02	7.5965E-01	4.3836E-01	5.6244426064081E-01
2.0804E-01	6.3907E-01	2.0492E-01	5.6262707935046E-01
2.3597E+00	5.0574E-01	5.1613E-02	5.6271751366267E-01
1.4161E-01	2.4175E+00	4.2766E-01	5.6277407325501E-01
3.0076E+00	9.0954E-01	3.4575E-01	5.6295574856571E-01
3.5326E-01	2.5187E+00	5.0995E-02	5.6296958328614E-01
2.4107E-01	5.7242E-01	6.9798E-01	5.6334654279650E-01
1.4029E+00	2.3328E+00	6.8181E-01	5.6356916684515E-01
2.8840E+00	2.4431E+00	3.1597E-01	5.6361189171706E-01
1.2251E+00	3.4835E-01	5.0597E-01	5.6414042483134E-01
7.0943E-02	5.6950E-01	5.9751E-01	5.6418416696211E-01
3.1330E+00	4.9976E-01	6.5408E-01	5.6440025410536E-01
2.1792E-01	2.2250E+00	3.3399E-01	5.6460814519401E-01
3.5915E-01	2.6529E+00	1.0314E+00	5.6493607994837E-01
2.8555E+00	2.4592E+00	1.5836E-01	5.6515969378989E-01
2.8957E+00	2.5262E+00	6.1022E-01	5.6524595734080E-01
3.0934E+00	4.2297E-01	9.1148E-01	5.6533140708462E-01
2.9777E+00	2.6679E+00	2.2794E-01	5.6578343928122E-01
3.8928E-01	9.1494E-01	2.4410E-01	5.6637580945769E-01
3.0831E+00	6.5158E-01	9.8222E-01	5.6654588394841E-01
3.0828E+00	2.2693E+00	3.7354E-01	5.6657823278000E-01
2.8892E+00	1.1494E+00	5.6357E-03	5.6676726592400E-01
5.3973E-01	2.6040E+00	3.7134E-01	5.6691053360937E-01
3.0596E+00	2.3356E+00	6.5148E-01	5.6756683748762E-01
3.0201E+00	7.5332E-01	3.7652E-02	5.6771665428550E-01
3.3142E-01	4.3177E-01	6.8474E-01	5.6777351905549E-01
3.1358E+00	2.4885E+00	1.7630E-01	5.6780902138953E-01
3.1063E+00	5.7542E-01	4.4991E-01	5.6793404758911E-01
1.6237E-01	2.5901E+00	8.2306E-01	5.6849474642839E-01
3.0109E+00	3.7300E-01	2.3736E-01	5.6883367673371E-01
2.9538E+00	3.3685E-01	7.4096E-01	5.6905481253266E-01
3.0055E+00	5.6360E-01	9.2813E-01	5.6916816263510E-01
1.8031E+00	2.5670E+00	5.9399E-02	5.6922044974025E-01
2.9315E+00	5.1645E-01	4.5534E-01	5.6927436445957E-01
2.9451E+00	2.8131E+00	2.2384E-01	5.6944999521815E-01
3.0473E+00	7.6969E-01	1.9789E-01	5.7037564177523E-01
6.5075E-01	5.5325E-01	9.5241E-01	5.7057641408641E-01
3.5963E-01	2.6257E+00	1.0050E+00	5.7081224927581E-01
7.9311E-02	2.6058E+00	7.3601E-01	5.7096300093458E-01
2.5049E+00	2.2967E+00	4.7616E-01	5.7122988489875E-01
3.1055E+00	2.5686E+00	4.9084E-01	5.7136065555909E-01
2.8705E+00	6.4001E-01	3.2597E-01	5.7137184540649E-01
1.8369E-02	2.3337E+00	8.1032E-01	5.7178490336458E-01
2.7030E+00	2.8760E+00	7.2000E-01	5.7179558458256E-01
2.2604E+00	2.8248E+00	8.8665E-01	5.7189212244791E-01
2.8950E+00	2.6023E+00	1.1008E-01	5.7215268821733E-01
4.5024E-01	5.6837E-01	7.9355E-01	5.7220070283529E-01
2.4251E+00	6.5408E-01	1.6685E-02	5.7223132232683E-01
2.4063E-01	2.1581E+00	9.0323E-01	5.7253770340057E-01
7.8415E-02	2.5806E+00	6.8700E-01	5.7257585060763E-01
1.5179E-01	2.6079E+00	8.3299E-01	5.7257592863138E-01
2.1541E-01	2.6862E+00	1.8825E-02	5.7259657898614E-01
2.9836E+00	2.4323E+00	4.5141E-01	5.7296321942268E-01
2.8744E+00	2.4173E+00	7.9933E-01	5.7360282499682E-01
5.6622E-01	2.4981E+00	7.1779E-01	5.7360797232663E-01
2.3401E+00	2.7574E+00	1.0214E+00	5.7374721878774E-01
3.1189E+00	2.6910E+00	5.4940E-01	5.7454070205711E-01
2.7899E+00	2.6541E+00	2.5619E-01	5.7478875249085E-01
2.4063E-01	2.1581E+00	9.0323E-01	5.7478884170445E-01
5.3878E-01	5.2266E-01	8.6214E-01	5.7527655222088E-01
2.5545E+00	2.7906E+00	4.6988E-01	5.7529659222032E-01
2.9725E+00	2.2396E+00	2.9524E-01	5.7556626347376E-01
1.7527E+00	5.8469E-01	8.5317E-01	5.7562546793912E-01
3.1283E+00	2.4834E+00	5.2606E-01	5.7608882120952E-01
5.7786E-01	2.7934E+00	7.7009E-01	5.7612289938117E-01
1.0348E-01	5.7392E-01	3.9518E-01	5.7642934454222E-01
3.4184E-01	2.6709E+00	6.1605E-01	5.7653177437085E-01
6.0716E-02	2.6187E+00	6.9455E-01	5.7688649863715E-01
1.5179E-01	2.6079E+00	8.3299E-01	5.7689644742876E-01
3.1062E+00	4.9283E-01	6.6661E-01	5.7690350720521E-01
7.7706E-02	8.1612E-01	4.1043E-01	5.7708843570973E-01
2.4272E+00	2.7458E+00	6.4041E-01	5.7725151552856E-01
3.3417E-02	2.4897E+00	5.5102E-01	5.7740413996087E-01
3.1088E+00	2.5302E+00	2.1714E-01	5.7746568412160E-01
2.7983E+00	8.1807E-01	8.6509E-01	5.7759329721045E-01
3.0105E+00	2.3422E+00	6.3839E-01	5.7768556258861E-01
2.6241E-01	2.2724E+00	5.0672E-01	5.7784379109995E-01
3.6195E-01	2.5806E+00	3.2845E-01	5.7812285673892E-01
2.0206E+00	1.4924E+00	9.2412E-01	5.7818053531600E-01
2.8877E+00	1.8967E+00	2.5339E-01	5.7820332191435E-01
2.1513E-01	2.6660E+00	1.0321E+00	5.7879321303099E-01
5.2128E-01	4.1125E-01	3.3816E-01	5.7882942744623E-01
1.2326E-01	2.2410E+00	5.0810E-01	5.7949834431703E-01
2.9854E+00	2.7006E+00	9.6204E-01	5.7965468886498E-01
2.8095E+00	2.1998E+00	1.1759E-01	5.7975600784694E-01
2.9884E+00	4.8517E-01	4.9654E-02	5.7998744542631E-01
5.6504E-01	2.6639E+00	8.2783E-01	5.8014304940981E-01
3.0545E+00	7.0145E-01	5.5599E-01	5.8051018728593E-01
2.7814E+00	2.5046E+00	8.3079E-01	5.8053002383360E-01
2.9076E+00	2.7876E+00	2.1998E-01	5.8072527955002E-01
3.0379E+00	6.3144E-01	3.7540E-01	5.8100136665505E-01
3.1145E+00	2.6344E+00	3.3484E-01	5.8100376738595E-01
1.9457E-01	7.4299E-01	5.7345E-01	5.8159936227299E-01
2.9250E+00	2.6683E+00	6.1848E-02	5.8173181547947E-01
4.6506E-01	2.3857E+00	6.1561E-01	5.8271080098735E-01
2.8021E+00	2.6712E+00	5.6784E-01	5.8345524932814E-01
2.4122E-01	5.8654E-01	2.5477E-01	5.8379799333691E-01
2.6992E-01	2.4059E+00	7.9069E-01	5.8380406637227E-01
2.7751E+00	2.4859E+00	1.0995E-01	5.8392507338212E-01
1.5988E-01	1.0058E+00	5.0051E-01	5.8395508251834E-01
2.3866E-01	5.5865E-01	1.4053E-01	5.8422577306515E-01
2.9196E+00	2.5655E+00	9.6543E-01	5.8431834362096E-01
3.0231E+00	5.2911E-01	4.9084E-01	5.8432082573256E-01
3.7265E-01	2.4667E+00	7.0176E-01	5.8446047502819E-01
2.6849E-01	2.3826E+00	9.4993E-01	5.8455741979707E-01
2.1382E-01	2.6855E+00	9.0612E-01	5.8466709759505E-01
2.5293E+00	2.5541E+00	7.4210E-01	5.8468449272147E-01
5.5559E-01	2.4592E+00	1.4151E-02	5.8469608947241E-01
2.4456E-02	2.3970E+00	1.0175E-01	5.8499407409156E-01
2.2782E-01	2.5683E+00	4.3083E-01	5.8524998997076E-01
3.0231E+00	5.2911E-01	4.9084E-01	5.8525512712798E-01
2.7945E+00	1.0084E+00	5.1178E-01	5.8545149877736E-01
1.6041E-02	2.4756E+00	5.7333E-01	5.8553898303889E-01
2.8072E+00	7.3042E-01	8.0816E-01	5.8575219642588E-01
2.9131E+00	5.0547E-01	4.5330E-01	5.8575457681160E-01
2.4635E-01	7.7622E-01	6.8668E-01	5.8610602550439E-01
2.5580E+00	2.2688E-01	3.5097E-01	5.8621488237447E-01
3.0817E+00	2.4094E+00	6.3512E-01	5.8658126341000E-01
2.8957E+00	5.1138E-01	4.7325E-01	5.8663955234239E-01
2.1061E+00	4.0204E-01	4.2312E-01	5.8665725264647E-01
3.0620E+00	6.7949E-01	4.0085E-01	5.8682983061123E-01
2.9723E+00	2.7121E+00	1.6514E-01	5.8697338923263E-01
1.6732E-01	5.6186E-01	4.5288E-01	5.8706992709797E-01
3.1060E+00	2.3009E+00	6.0509E-01	5.8717557756814E-01
2.9927E+00	2.3618E+00	6.4087E-01	5.8723508721116E-01
2.6250E-01	9.9857E-01	5.3332E-01	5.8747423052636E-01
2.9149E+00	2.9877E+00	5.5805E-02	5.8752397448437E-01
3.0170E-01	4.5592E-01	2.7688E-01	5.8764114337655E-01
1.7689E-01	2.4136E+00	6.6162E-01	5.8769536327353E-01
2.9566E-01	2.7630E+00	8.0352E-01	5.8782119412486E-01
1.9385E-01	2.6986E+00	7.5438E-01	5.8788100894554E-01
2.8297E+00	7.3210E-01	9.7505E-01	5.8791996995968E-01
3.1186E+00	2.5665E+00	2.6177E-01	5.8807407653815E-01
2.4114E+00	2.5653E+00	2.9536E-01	5.8829826818270E-01
4.7363E-02	2.4861E+00	8.0095E-01	5.8848872854087E-01
3.0165E+00	2.6772E+00	1.4487E-01	5.8860675498227E-01
5.8554E-01	2.5527E+00	9.5930E-01	5.8897087465136E-01
2.9126E+00	6.2244E-01	3.9075E-01	5.8900261312764E-01
2.8753E+00	4.7897E-01	4.4785E-01	5.8921064561527E-01
4.0413E-02	5.6243E-01	6.4762E-01	5.8921530466083E-01
5.6446E-01	4.2179E-01	9.9500E-02	5.9027671255018E-01
5.6174E-02	2.2166E+00	4.6555E-01	5.9039366883526E-01
1.0698E-01	4.6473E-01	7.3540E-01	5.9060951895720E-01
1.8434E-01	5.1561E-01	1.0425E+00	5.9063708667217E-01
7.4901E-01	5.5447E-01	3.3050E-01	5.9072507956313E-01
2.6690E+00	4.4530E-01	9.9065E-01	5.9083877858536E-01
5.5007E-03	8.6734E-01	8.5835E-01	5.9102053731129E-01
1.6009E-01	2.4400E+00	6.3233E-01	5.9140967239288E-01
2.9871E+00	6.1521E-01	3.9399E-01	5.9141785115408E-01
2.9899E+00	8.5476E-01	4.4680E-01	5.9153804028780E-01
3.1364E+00	4.6129E-01	5.8123E-01	5.9165292034756E-01
2.9847E+00	2.6461E+00	1.9425E-01	5.9169167790994E-01
2.9304E+00	6.8063E-01	4.1172E-01	5.9219454456605E-01
3.1128E+00	6.1542E-01	3.6772E-01	5.9228263918289E-01
2.7744E+00	7.0838E-01	7.1946E-01	5.9248089581293E-01
2.9726E-02	2.4213E+00	3.9513E-01	5.9298357529341E-01
6.0673E-01	5.6978E-01	5.3335E-01	5.9299073679575E-01
3.1149E+00	2.6044E+00	3.9062E-01	5.9346055474618E-01
3.9609E-01	7.9601E-01	3.9727E-01	5.9369207879255E-01
3.4619E-01	2.6124E+00	8.0461E-01	5.9375860752167E-01
2.8915E+00	6.1341E-01	6.6778E-01	5.9381882924589E-01
4.1239E-01	5.6765E-01	4.0586E-01	5.9390824629925E-01
3.9921E-01	3.9527E-01	5.7264E-01	5.9395615919132E-01
2.7732E+00	5.1314E-01	5.8542E-01	5.9415480339698E-01
1.7441E-01	7.9350E-01	5.6083E-01	5.9458260753943E-01
5.5471E-02	7.5720E-01	4.0733E-01	5.9522614481905E-01
2.4107E+00	2.5861E+00	4.3492E-01	5.9532115679611E-01
2.9493E+00	2.5909E+00	9.8756E-01	5.9735166650632E-01
2.7822E+00	2.3323E+00	2.8185E-01	5.9753289727490E-01
2.8931E+00	2.1984E+00	2.4562E-01	5.9767253232889E-01
2.7962E+00	2.4162E+00	6.8199E-01	5.9791006532332E-01
3.0318E+00	7.6482E-01	4.8965E-01	5.9814700322132E-01
2.4542E-02	9.8358E-01	8.9878E-01	5.9822523042728E-01
6.2716E-02	5.8180E-01	3.5013E-01	5.9839256950893E-01
3.0158E+00	4.7122E-01	3.1488E-01	5.9855045215227E-01
2.8473E+00	2.6393E+00	8.3786E-01	5.9861647225196E-01
3.0123E-01	4.9882E-01	5.1969E-01	5.9865950230153E-01
4.9724E-01	2.5161E+00	3.1325E-02	5.9877765488303E-01
2.9205E+00	2.5201E+00	3.5950E-01	5.9891904776032E-01
3.5140E-01	2.6965E+00	4.5207E-01	5.9895068451072E-01
2.7281E+00	3.9416E-01	1.1913E-01	5.9943833500887E-01
1.3562E-01	8.8783E-01	4.0895E-01	5.9956607423782E-01
2.3440E-01	2.6503E+00	1.0167E+00	5.9957068242043E-01
1.8223E-01	5.1611E-01	1.0433E+00	5.9959814840952E-01
3.7616E-01	2.5616E+00	1.0197E+00	5.9965989602202E-01
1.1925E-01	9.9304E-01	1.6425E-02	5.9993144106627E-01
6.9675E-02	2.4888E+00	7.2962E-01	6.0020894012659E-01
2.9377E+00	2.3922E+00	4.4594E-02	6.0032587606650E-01
3.2999E-01	2.6203E+00	7.5625E-01	6.0063742379796E-01
2.8206E+00	8.5539E-01	5.9682E-01	6.0078609516237E-01
1.0493E-02	2.2071E+00	5.8373E-01	6.0103866832897E-01
2.1666E-01	2.7198E+00	6.6293E-01	6.0105708071425E-01
2.9479E+00	2.6616E+00	2.6052E-01	6.0125461610775E-01
3.0521E+00	8.2697E-01	7.7227E-01	6.0132897773006E-01
2.6712E-02	5.7617E-01	4.4445E-01	6.0136458178999E-01
1.8930E-01	2.2213E+00	8.5036E-01	6.0174059728413E-01
4.0427E-01	2.4988E+00	6.6844E-01	6.0178077900890E-01
3.0861E+00	2.4023E+00	1.4126E-01	6.0197177037620E-01
3.6551E-01	2.3490E+00	1.2569E-01	6.0197901325925E-01
1.0356E-01	4.3466E-01	2.9070E-01	6.0214822511445E-01
2.7648E+00	2.3922E+00	5.6123E-01	6.0237704325227E-01
2.7552E+00	7.5112E-01	6.4724E-01	6.0301111900728E-01
6.8813E-02	2.6157E+00	9.4997E-01	6.0388344797599E-01
2.7091E+00	2.3911E+00	3.7209E-02	6.0401694997635E-01
3.0952E+00	6.1722E-01	5.7013E-01	6.0402481338730E-01
2.8829E+00	7.5950E-01	5.8554E-01	6.0403518942762E-01
2.6737E+00	2.4513E+00	3.5589E-01	6.0415175406804E-01
2.3658E+00	2.6098E+00	8.7778E-01	6.0420526188382E-01
2.9145E-01	4.5455E-01	8.9862E-01	6.0433007445904E-01
2.8657E-01	2.4969E+00	9.0445E-02	6.0433314658078E-01
3.1217E+00	2.7627E+00	6.5253E-01	6.0463510054398E-01
2.1391E+00	4.2897E-01	7.2309E-01	6.0496886826062E-01
2.6105E+00	2.2838E+00	7.3634E-01	6.0552808698826E-01
2.6203E+00	2.3972E+00	3.4741E-01	6.0563268764729E-01
1.0117E+00	2.3845E+00	6.8733E-01	6.0565506734210E-01
1.6149E-01	5.0396E-01	1.8274E-01	6.0603580291733E-01
1.1442E+00	3.5963E-01	9.8367E-02	6.0605329976964E-01
1.4194E+00	2.3115E+00	1.0160E+00	6.0618566345734E-01
3.0507E+00	4.7024E-01	2.3001E-02	6.0625341289708E-01
2.7897E+00	5.8744E-01	1.2449E-01	6.0643637504024E-01
2.7271E+00	2.1797E+00	1.0238E+00	6.0679920685962E-01
3.5251E-01	7.8372E-01	1.0249E+00	6.0682931772173E-01
3.0901E+00	2.5623E+00	7.1024E-01	6.0697000869042E-01
2.2318E-01	2.7159E+00	6.7063E-01	6.0704314960209E-01
2.0490E+00	2.3901E+00	5.1360E-01	6.0711374736663E-01
6.8433E-01	2.6405E+00	4.6445E-01	6.0746191133058E-01
2.9234E+00	2.4417E+00	9.5299E-01	6.0773346146113E-01
2.6290E+00	2.6117E+00	1.0440E+00	6.0774424440499E-01
2.9814E+00	2.4623E+00	4.7480E-01	6.0809565647647E-01
2.8639E+00	7.2223E-01	8.9443E-01	6.0827802454045E-01
3.1114E+00	6.1872E-01	5.3079E-01	6.0863521260770E-01
3.0746E+00	2.7965E+00	9.3108E-01	6.0917970753068E-01
3.0376E+00	5.5931E-01	7.8013E-02	6.0983537765666E-01
2.9405E+00	2.3122E+00	4.3049E-01	6.1005727233071E-01
3.8391E-02	2.6487E+00	7.0857E-01	6.1021545913445E-01
6.1518E-01	8.7371E-01	5.9603E-01	6.1053772267069E-01
3.4678E-01	2.6979E+00	4.4729E-01	6.1057536124833E-01
2.7567E-01	2.5023E+00	8.5520E-02	6.1109415309181E-01
1.8595E-01	2.4220E+00	1.0085E+00	6.1111459999480E-01
3.1114E+00	7.5486E-01	5.9345E-01	6.1124431982673E-01
3.0852E+00	4.5068E-01	8.6574E-01	6.1144452755925E-01
2.5658E+00	6.6082E-01	6.8286E-01	6.1146405892927E-01
2.6927E+00	5.9074E-01	8.2523E-01	6.1154076024694E-01
2.8735E+00	5.2739E-01	5.4749E-01	6.1173863031861E-01
5.4464E-02	7.6817E-01	3.7664E-01	6.1174412351643E-01
1.1076E-01	2.2199E+00	7.8191E-01	6.1208735580945E-01
2.6960E+00	2.3452E+00	9.2941E-01	6.1224749371567E-01
2.4805E-01	2.3778E+00	9.4215E-01	6.1247241982111E-01
6.4079E-02	2.6220E+00	7.8313E-01	6.1250751525161E-01
2.9868E+00	5.3787E-01	2.8067E-01	6.1251216412458E-01
2.6295E+00	2.5309E+00	3.5497E-01	6.1253413691585E-01
4.0062E-01	2.3466E+00	9.0035E-01	6.1270334165024E-01
3.5943E-01	2.4983E+00	1.9452E-01	6.1282694063565E-01
3.0076E+00	5.0267E-01	8.8935E-01	6.1285562733536E-01
2.3159E-01	1.9237E+00	4.0874E-01	6.1286722408631E-01
2.5272E+00	4.0743E-01	3.1795E-01	6.1304766342750E-01
7.3763E-02	2.2951E+00	4.2211E-02	6.1306668616809E-01
3.0206E+00	2.4504E+00	1.7437E-02	6.1316607235823E-01
5.4464E-02	7.6817E-01	3.7664E-01	6.1316712013485E-01
2.8653E+00	2.3190E+00	1.9319E-01	6.1329450128868E-01
2.6283E+00	7.1529E-01	5.3084E-01	6.1380690678107E-01
7.0241E-01	2.5194E+00	1.0361E+00	6.1392635433309E-01
3.0273E-01	2.3276E+00	9.1216E-01	6.1397976042298E-01
2.8622E+00	7.8416E-01	8.7097E-01	6.1406215839024E-01
2.2792E-01	2.6119E+00	6.4829E-02	6.1432988667926E-01
5.2791E-01	2.7117E+00	4.4565E-01	6.1449618408785E-01
2.7091E+00	2.5615E+00	1.9066E-01	6.1458092175047E-01
5.4919E-01	2.5719E+00	8.2311E-01	6.1509996282238E-01
1.0635E+00	2.5407E+00	1.0435E+00	6.1593531951800E-01
3.0779E+00	5.9259E-01	5.3884E-01	6.1607584670801E-01
3.0093E+00	2.8074E+00	4.6211E-01	6.1621102718548E-01
2.8829E+00	2.3524E+00	3.4901E-01	6.1687602455791E-01
1.3493E-01	2.5421E+00	9.7077E-01	6.1700087070267E-01
2.8763E+00	6.6617E-01	6.0783E-01	6.1703494887431E-01
3.0685E+00	7.9669E-01	1.2920E-01	6.1745566068803E-01
3.1266E+00	2.9854E+00	2.4517E-01	6.1749024748910E-01
2.4761E-01	5.1143E-01	2.5529E-01	6.1755413134520E-01
1.5854E-01	4.5220E-01	7.9763E-01	6.1755430733098E-01
1.4858E-01	3.8120E-01	1.4506E-01	6.1759652357347E-01
2.4703E+00	2.4510E+00	9.2254E-02	6.1760063329924E-01
2.8592E+00	7.8933E-01	9.1930E-01	6.1769544182453E-01
4.6326E-01	6.4282E-01	8.2833E-01	6.1776298781251E-01
3.2420E-01	2.4105E+00	5.8903E-01	6.1777295694929E-01
8.4727E-02	5.3076E-01	2.4677E-01	6.1799264722340E-01
2.8482E+00	1.0357E+00	1.4431E-01	6.1803974630839E-01
3.0859E+00	7.1614E-01	2.8465E-01	6.1817415773816E-01
2.7712E+00	2.8239E+00	3.0313E-01	6.1849757281143E-01
4.0253E-01	2.4258E+00	4.3485E-01	6.1889181656700E-01
3.0833E+00	6.0723E-01	1.5716E-01	6.1895183483944E-01
3.1070E+00	4.8918E-01	3.2739E-01	6.1908704583468E-01
3.0844E-01	5.9772E-01	8.4287E-01	6.1909667927604E-01
1.0393E-01	8.5516E-01	3.4701E-01	6.1949706829235E-01
3.4130E-01	2.6068E+00	1.3748E-01	6.2024668532537E-01
8.3554E-03	2.4038E+00	4.5162E-01	6.2026794603544E-01
1.4414E-01	4.8236E-01	4.3663E-01	6.2045560181095E-01
4.6234E-01	2.4312E+00	6.8546E-01	6.2067160146994E-01
2.8292E+00	2.2916E+00	5.8376E-01	6.2073294217890E-01
1.5854E-01	4.5220E-01	7.9763E-01	6.2074494583339E-01
3.0775E+00	6.4462E-01	4.1403E-01	6.2075684776199E-01
3.6584E-02	2.7126E+00	4.8262E-01	6.2079519842083E-01
2.5313E+00	6.5076E-01	4.2741E-01	6.2092548384869E-01
1.8462E+00	2.4419E+00	5.7508E-01	6.2094460831516E-01
2.9939E+00	2.3051E+00	2.8215E-01	6.2137492610424E-01
6.0011E-02	2.6601E+00	4.8785E-01	6.2137960549498E-01
2.8774E+00	1.0352E+00	5.0506E-01	6.2141205605245E-01
2.6452E+00	2.5375E+00	6.0636E-01	6.2154111364888E-01
2.3119E+00	2.2654E+00	5.3744E-01	6.2196862990707E-01
9.9712E-02	2.4752E+00	4.9988E-01	6.2210507687182E-01
1.9902E+00	6.1818E-01	8.7176E-01	6.2212633758189E-01
2.7047E+00	2.3145E+00	6.9939E-01	6.2261162091869E-01
2.6185E+00	4.8818E-01	3.5572E-01	6.2275241056149E-01
7.2454E-01	4.1136E-01	9.9910E-01	6.2292032337714E-01
2.6485E+00	2.2885E+00	9.5885E-01	6.2347540084398E-01
5.1442E-01	2.5621E+00	2.5848E-01	6.2355576429353E-01
2.7906E+00	6.1106E-01	6.5842E-01	6.2367629624349E-01
2.0196E-04	2.2206E+00	5.6270E-01	6.2382532466575E-01
3.0236E+00	2.3920E+00	6.9106E-01	6.2406363179417E-01
1.8767E-02	2.4211E+00	5.7217E-03	6.2434697297210E-01
1.8366E-01	2.5299E+00	3.7530E-01	6.2480568550761E-01
1.7914E-01	2.4665E+00	7.4496E-01	6.2492255532569E-01
5.6594E-01	2.5608E+00	4.8285E-01	6.2519565779324E-01
3.0620E+00	2.3489E+00	6.5642E-01	6.2521274774201E-01
2.9465E+00	2.7723E+00	1.4320E-01	6.2527459708039E-01
2.8767E+00	2.3911E+00	1.3992E-02	6.2553923697153E-01
2.9992E+00	5.1625E-01	6.3579E-01	6.2554131217960E-01
2.7524E+00	2.6210E+00	9.9079E-01	6.2567854751995E-01
3.0449E+00	2.4035E+00	3.2648E-01	6.2568327777363E-01
6.9716E-01	2.6470E+00	1.3370E-01	6.2590890070139E-01
3.1365E+00	8.0145E-01	9.8766E-01	6.2667949971555E-01
2.8149E-01	2.4080E+00	5.5538E-01	6.2671439169428E-01
3.1854E-01	2.4377E+00	1.6699E-01	6.2676230458635E-01
3.0587E+00	7.8943E-01	3.5837E-01	6.2678743088007E-01
2.8269E+00	3.3107E-01	1.0059E+00	6.2705876942077E-01
3.0030E+00	4.6005E-01	4.1865E-01	6.2732109809980E-01
9.5723E-02	2.4134E+00	5.1732E-01	6.2766947467085E-01
4.2028E-01	2.7056E+00	5.2856E-01	6.2846551532898E-01
2.9597E+00	7.3496E-01	8.2675E-01	6.2884789784630E-01
4.5814E-02	4.6906E-01	6.6712E-01	6.2897566454123E-01
1.9167E+00	2.8754E+00	1.0415E+00	6.2904707611286E-01
9.3080E-01	2.3766E+00	6.9974E-01	6.2959903161228E-01
5.3664E-03	2.4881E+00	8.7818E-01	6.2981631301742E-01
1.1134E+00	4.7475E-01	7.9870E-02	6.2984561007245E-01
2.8009E-01	2.9149E-01	8.7590E-01	6.2987582266044E-01
3.4549E-01	5.5346E-01	8.9483E-01	6.3000318550361E-01
3.0686E+00	1.1325E+00	3.3285E-01	6.3004702936026E-01
3.0081E+00	2.4536E+00	5.6968E-01	6.3030191780802E-01
2.5941E+00	2.3339E+00	3.3256E-01	6.3050233916490E-01
1.5382E-01	1.1323E+00	7.2292E-01	6.3050996860631E-01
9.2525E-02	2.5585E+00	5.4385E-01	6.3062422915543E-01
4.2111E-02	4.0293E-01	1.7221E-01	6.3082048076826E-01
1.5229E-01	2.6655E+00	5.4107E-01	6.3082785589496E-01
2.5482E-01	2.6375E+00	5.7559E-01	6.3087444635052E-01
3.8998E-01	5.8423E-01	1.0120E+00	6.3121450072688E-01
3.0302E+00	1.0554E+00	7.1464E-01	6.3178975348860E-01
2.8920E+00	8.4408E-01	5.3418E-01	6.3204466024701E-01
1.3286E-01	2.7143E+00	8.3755E-01	6.3220893331048E-01
3.0671E+00	7.3704E-01	6.0200E-01	6.3232892509598E-01
3.0398E+00	2.6704E+00	3.5533E-01	6.3236178255700E-01
2.7644E+00	8.6525E-01	2.0047E-01	6.3252834750467E-01
1.7047E-01	1.7925E+00	8.8012E-01	6.3257910872153E-01
2.9554E+00	4.3776E-01	5.2117E-01	6.3280548136906E-01
8.8589E-01	2.4922E+00	6.4198E-01	6.3316039484552E-01
3.0693E+00	2.5686E+00	8.1905E-01	6.3322631321933E-01
1.2248E+00	6.1287E-01	6.5785E-01	6.3390560104415E-01
2.4232E-01	2.5470E+00	7.9626E-01	6.3399979921413E-01
3.5465E-01	2.2600E+00	2.1988E-01	6.3447466175121E-01
2.7143E+00	2.7632E+00	1.0308E+00	6.3457557382963E-01
2.7421E+00	2.6766E+00	1.0058E+00	6.3457571319410E-01
7.9596E-01	2.8592E-01	2.6056E-01	6.3469189331067E-01
7.3976E-03	1.0296E+00	4.7557E-01	6.3472709046706E-01
2.8540E+00	2.4986E+00	1.8912E-01	6.3491880917443E-01
2.7740E+00	2.4082E+00	5.9842E-01	6.3522644452834E-01
7.8102E-02	7.1269E-01	6.9633E-01	6.3536908558225E-01
3.3697E-01	3.5147E-01	8.6319E-01	6.3554016919375E-01
5.5082E-02	2.7754E+00	5.4508E-01	6.3569362676107E-01
2.9095E+00	1.9218E+00	3.3121E-01	6.3581040807763E-01
2.9011E+00	2.4646E+00	4.1219E-01	6.3634633666379E-01
2.6796E+00	2.6211E+00	5.0665E-01	6.3668473392547E-01
3.0826E+00	4.5331E-01	2.8123E-01	6.3683439711726E-01
2.6766E+00	2.5979E+00	1.0087E-01	6.3689797579570E-01
3.1381E+00	1.2860E+00	1.7452E-01	6.3691537092213E-01
2.2894E+00	7.2911E-01	5.3685E-01	6.3759448276117E-01
2.7421E+00	2.6766E+00	1.0058E+00	6.3763405413063E-01
2.2897E-01	2.5559E+00	9.5583E-01	6.3799076306896E-01
4.0172E-01	2.6360E+00	6.0701E-01	6.3824484584770E-01
5.9924E-02	2.5545E+00	1.0473E-01	6.3838813387825E-01
3.1611E-01	1.3879E+00	9.8529E-01	6.3849779946912E-01
2.7777E+00	2.2651E+00	2.2201E-01	6.3889253557797E-01
2.2377E+00	2.3815E+00	9.2515E-01	6.3893851567822E-01
2.6227E+00	2.6356E+00	8.2874E-01	6.3914553294151E-01
1.3251E+00	7.8838E-01	9.3862E-01	6.3924725882702E-01
3.0615E+00	7.6283E-01	3.2512E-01	6.3943566127053E-01
3.0903E+00	2.5573E+00	5.2150E-01	6.4002571006229E-01
5.1983E-02	2.6937E+00	6.3516E-01	6.4006416244701E-01
3.1187E+00	5.7432E-01	2.5105E-01	6.4015998823115E-01
3.3970E-02	2.4408E+00	3.8429E-01	6.4027271068488E-01
3.0484E+00	5.3138E-01	2.4054E-01	6.4055740278257E-01
