e1	e2	e3	cumvol
1.2750E-01	8.0032E-01	5.4358E-01	2.0181298353309E-01
2.4836E+00	2.6553E+00	2.4417E-01	2.0253565744808E-01
2.1218E+00	2.6012E+00	5.7749E-01	2.0299649808911E-01
2.3454E+00	5.2295E-01	7.4517E-01	2.0302681240299E-01
2.8011E+00	4.8503E-01	9.2443E-01	2.0308622032012E-01
3.0311E+00	8.0557E-01	3.9263E-01	2.0312060366942E-01
3.0318E+00	6.4493E-01	2.6157E-01	2.0316434580019E-01
3.1348E+00	9.7452E-01	5.6880E-01	2.0321724326065E-01
2.6482E+00	4.5077E-01	6.1968E-01	2.0325783188897E-01
3.0081E+00	6.3884E-01	6.4626E-01	2.0339765920489E-01
3.0275E+00	4.4775E-01	4.4286E-01	2.0345126874655E-01
5.8666E-02	2.4798E+00	7.3079E-01	2.0366984512222E-01
5.0188E-02	2.6007E+00	7.9486E-01	2.0399711967558E-01
5.7696E-02	2.7386E+00	5.4774E-01	2.0436450779737E-01
3.5900E-01	2.4874E+00	2.3105E-01	2.0443958150088E-01
2.8484E+00	3.7584E-01	7.7891E-01	2.0445636627198E-01
2.9898E+00	2.6484E+00	8.4453E-01	2.0473971965702E-01
6.3622E-01	5.2208E-01	6.7376E-02	2.0480563803083E-01
2.6199E+00	2.1302E-01	6.7237E-01	2.0486758909510E-01
2.6291E-02	2.9067E+00	8.5492E-01	2.0491061914467E-01
5.5875E-01	2.9751E+00	4.1656E-01	2.0492089345911E-01
7.8990E-02	6.4572E-01	6.8855E-01	2.0519952574580E-01
4.9946E-01	2.4794E+00	9.2944E-01	2.0545535312348E-01
3.4540E-01	6.7296E-01	3.6235E-01	2.0560295127979E-01
3.0076E+00	7.6461E-01	7.1997E-01	2.0656732081244E-01
3.0524E+00	6.3383E-01	4.4361E-01	2.0658827634486E-01
2.5393E+00	2.6786E+00	8.7621E-01	2.0659905928872E-01
9.4728E-03	2.6215E+00	6.6342E-01	2.0668430558077E-01
2.9100E+00	1.0179E+00	3.7167E-01	2.0720005480302E-01
2.7711E+00	2.4358E+00	3.3776E-01	2.0747043610314E-01
1.5387E+00	5.1225E-01	6.4570E-01	2.0747200268178E-01
2.6164E+00	2.6451E+00	1.1551E-01	2.0755145059836E-01
2.3833E-01	1.3257E+00	3.7418E-01	2.0778602336952E-01
1.8664E-01	6.2099E-01	3.0606E-01	2.0796190335652E-01
3.0824E+00	5.6465E-01	7.2337E-01	2.0798794518321E-01
3.0735E+00	2.1914E+00	6.0081E-01	2.0858149741447E-01
2.3649E+00	2.4133E+00	9.6393E-01	2.0873577387517E-01
2.8337E+00	5.8859E-01	5.4601E-01	2.0891365277582E-01
3.0767E+00	6.7005E-01	3.6099E-01	2.0936715389421E-01
2.7098E+00	8.1706E-01	1.7321E-01	2.0940550455305E-01
2.9596E+00	6.9455E-01	6.2998E-01	2.0968165472813E-01
1.4058E-01	6.9080E-01	4.0392E-01	2.0976649411664E-01
2.9821E+00	7.0325E-01	4.4330E-01	2.1065044628503E-01
3.0479E+00	2.4681E+00	1.8712E-01	2.1088216157607E-01
2.5155E+00	2.6936E+00	8.7802E-01	2.1091969842782E-01
2.8079E+00	7.8481E-01	5.7533E-01	2.1128208773960E-01
2.8465E+00	4.4274E-01	5.0070E-01	2.1148895343132E-01
7.8355E-02	2.5601E+00	6.9714E-01	2.1161341098320E-01
2.8796E+00	2.5642E+00	8.9018E-02	2.1170750742730E-01
5.6129E-01	2.9784E+00	4.1905E-01	2.1170895193487E-01
2.5510E+00	2.5843E+00	5.5482E-01	2.1182999658329E-01
3.2770E-01	7.7440E-01	4.6538E-01	2.1213771942146E-01
2.7903E+00	2.5892E+00	1.2308E-01	2.1237860021478E-01
1.4506E-01	2.4831E+00	5.2398E-01	2.1272529729146E-01
4.8921E-01	2.9892E+00	4.3155E-01	2.1276130825493E-01
4.1733E-01	2.4374E+00	9.7028E-01	2.1280148997971E-01
3.0360E+00	6.7429E-01	3.2920E-01	2.1310781713873E-01
7.1910E-02	2.6449E+00	6.7019E-01	2.1316885267003E-01
3.0433E+00	4.4119E-01	2.9859E-01	2.1322805713539E-01
6.0586E-02	2.6074E+00	1.0470E+00	2.1345938586807E-01
2.3049E+00	5.8048E-01	4.3813E-01	2.1362908905930E-01
3.1552E-01	2.4103E+00	2.6932E-01	2.1398944690515E-01
4.9231E-01	2.6861E+00	3.2645E-01	2.1407103106532E-01
7.9591E-03	2.7276E+00	6.7516E-01	2.1427026935015E-01
2.8500E+00	6.4488E-01	7.3145E-01	2.1437057107326E-01
9.0803E-02	2.6583E+00	6.7834E-01	2.1458726145101E-01
2.9205E+00	2.3415E+00	5.3442E-01	2.1461777921666E-01
2.9030E+00	2.4644E+00	7.8206E-01	2.1514514756955E-01
2.7215E-01	2.5121E+00	3.2294E-01	2.1523171629812E-01
9.7676E-02	6.0036E-01	4.7888E-01	2.1525165457168E-01
3.0566E+00	2.4585E+00	1.6635E-02	2.1528654655040E-01
4.4609E-01	5.8739E-01	6.7851E-01	2.1542719174244E-01
2.6538E-01	2.4278E+00	6.1532E-01	2.1561695120926E-01
2.8524E+00	2.5583E+00	1.8686E-01	2.1565753983758E-01
3.0395E+00	2.5155E+00	4.5820E-01	2.1575489151001E-01
3.5065E-01	6.6075E-01	6.5693E-01	2.1584797069525E-01
2.9632E+00	2.2614E+00	2.9001E-02	2.1592314612463E-01
2.8318E+00	6.5436E-01	3.5250E-01	2.1621565382211E-01
6.5550E-02	8.0233E-01	5.1782E-01	2.1640989940048E-01
2.5088E-01	2.4525E+00	2.6920E-01	2.1644601208983E-01
4.4323E-01	2.2941E+00	3.7368E-01	2.1650419929634E-01
2.5210E-02	6.5481E-01	5.4627E-01	2.1666681931417E-01
2.0852E-01	2.3346E+00	6.3305E-01	2.1686754686596E-01
2.7695E+00	2.7243E+00	4.5748E-01	2.1701430781824E-01
3.0023E+00	6.7275E-01	4.4954E-01	2.1737852921322E-01
2.8414E+00	2.3180E+00	1.8333E-01	2.1804612466476E-01
6.2945E-02	2.3105E+00	3.2519E-01	2.1861330140843E-01
3.1128E+00	2.4752E+00	3.5038E-01	2.1862703440297E-01
1.7342E-01	2.4199E+00	4.1138E-01	2.1880141088138E-01
1.5785E-02	6.5064E-01	7.6985E-01	2.1893884153544E-01
2.8047E+00	2.8120E-01	5.3702E-01	2.1921642706277E-01
7.7913E-01	2.4745E+00	4.5267E-01	2.1925009833087E-01
1.9296E-01	9.0089E-01	3.6558E-01	2.1997625228841E-01
5.8486E-01	2.4110E+00	9.3408E-01	2.2015951147114E-01
3.0927E+00	2.5709E+00	4.1766E-01	2.2020111735831E-01
2.7679E+00	1.3849E+00	1.0345E+00	2.2042749509214E-01
3.4142E-01	2.7124E+00	2.7342E-01	2.2053832747891E-01
1.5137E-02	2.5173E+00	1.0219E+00	2.2074918387713E-01
4.5077E-01	4.7632E-01	7.3431E-01	2.2114286000225E-01
3.0437E+00	2.4777E+00	1.3042E-01	2.2136415347632E-01
1.4279E-01	7.0888E-01	6.9939E-01	2.2146394657000E-01
3.1379E+00	2.7238E+00	7.5997E-01	2.2172265279024E-01
1.3681E-01	2.5976E+00	1.7011E-01	2.2208275632137E-01
2.9383E+00	5.7652E-01	2.1551E-03	2.2280067963751E-01
3.2524E-01	5.7844E-01	4.7590E-01	2.2301413513210E-01
3.0599E+00	6.5663E-01	7.2054E-01	2.2301419321758E-01
2.9629E+00	4.7775E-01	1.1396E-01	2.2311154489001E-01
3.0206E+00	2.4079E+00	2.7929E-01	2.2319496011612E-01
3.9804E-01	2.2658E+00	3.1222E-01	2.2322079849104E-01
1.8721E-01	2.5936E+00	9.1283E-01	2.2355064874382E-01
3.0348E+00	4.0553E-01	1.0375E+00	2.2384430696106E-01
2.8482E+00	6.6080E-01	3.3629E-01	2.2395586770518E-01
2.3375E+00	2.4098E+00	7.3800E-01	2.2412846804963E-01
3.0730E-01	2.5920E+00	1.0185E+00	2.2427878635612E-01
2.5505E+00	2.2129E+00	2.4145E-01	2.2430238676156E-01
5.5172E-01	5.7338E-01	2.4450E-01	2.2431947671033E-01
9.5902E-01	3.3055E-01	2.3805E-02	2.2438468300294E-01
5.8608E-01	3.2308E-01	7.8060E-01	2.2443930980345E-01
2.7117E+00	2.7958E+00	4.0757E-01	2.2453859426770E-01
1.3880E-01	2.7993E+00	4.7934E-01	2.2474375198181E-01
4.9257E-01	2.7271E+00	7.4929E-01	2.2516097154588E-01
2.9202E-02	5.0614E-01	2.6363E-01	2.2540159293819E-01
1.8811E-02	2.3991E+00	9.6800E-01	2.2559457202929E-01
2.0122E-01	2.4897E+00	5.0789E-01	2.2561145852628E-01
2.9240E+00	7.1674E-01	1.0373E+00	2.2608809414556E-01
3.0062E+00	2.3915E+00	4.8320E-02	2.2640153397849E-01
1.4399E-01	2.6519E+00	9.4810E-01	2.2716623187404E-01
3.0540E+00	6.5781E-01	6.9064E-01	2.2737800278797E-01
3.1170E+00	5.4074E-01	6.0188E-01	2.2752242709665E-01
2.5142E+00	2.5723E+00	1.2661E-01	2.2756962790753E-01
7.8161E-02	2.6894E+00	3.0843E-01	2.2795245293245E-01
3.2545E-01	2.8072E+00	3.1955E-01	2.2801887993568E-01
5.6901E-01	2.8430E-01	1.0406E+00	2.2805417881795E-01
2.5731E+00	2.6915E+00	8.1947E-01	2.2822798563141E-01
1.7284E+00	1.4124E+00	2.8046E-01	2.2887510874849E-01
2.9381E+00	2.5496E+00	5.8783E-01	2.2899670678573E-01
2.7854E+00	2.5250E+00	1.0394E+00	2.2922406617435E-01
2.9114E+00	5.3877E-01	4.6660E-01	2.2940270496737E-01
2.5913E+00	3.2898E-01	1.0008E-02	2.2942549156572E-01
5.0124E-02	2.5215E+00	3.2187E-01	2.2952091044632E-01
7.5902E-02	3.1558E-01	3.2316E-01	2.2967419711415E-01
2.6065E+00	7.0475E-01	7.8454E-01	2.2968670939807E-01
2.6611E+00	2.4553E+00	1.9658E-01	2.2988772890316E-01
3.0440E+00	7.0702E-01	7.6379E-01	2.3003555695997E-01
3.6268E-01	2.7957E+00	1.0113E+00	2.3017792030222E-01
6.3257E-02	9.0098E-01	1.0161E+00	2.3060446609547E-01
2.7716E+00	7.4747E-01	2.2459E-01	2.3103573298707E-01
4.0099E-01	2.3724E+00	4.6304E-01	2.3144212383062E-01
2.5704E+00	2.6520E+00	1.0362E+00	2.3153093052867E-01
7.7042E-02	2.6011E+00	3.1458E-01	2.3189567072566E-01
1.0038E-01	2.2534E+00	2.3113E-01	2.3205545157402E-01
2.1890E-01	2.5288E+00	3.9048E-01	2.3238788973333E-01
3.0222E+00	2.5836E+00	3.2510E-01	2.3240599694095E-01
2.7323E+00	3.2493E-01	9.2210E-01	2.3244414414802E-01
2.9287E+00	2.6536E+00	2.9205E-03	2.3277328333686E-01
1.2977E-01	2.4518E+00	3.8574E-02	2.3354901950825E-01
7.0945E-02	2.3539E+00	7.0799E-01	2.3362205869404E-01
9.2386E-02	2.5889E+00	3.4265E-01	2.3368177178883E-01
2.5370E+00	2.8552E+00	4.2427E-02	2.3388821735265E-01
2.8189E+00	2.2241E+00	2.8919E-01	2.3396471521855E-01
3.3128E-01	2.6470E+00	1.0156E+00	2.3399665714660E-01
4.2132E-01	2.7360E+00	1.7182E-01	2.3417019540372E-01
1.6066E+00	2.1480E-01	3.0624E-01	2.3429259198916E-01
2.8767E+00	2.6004E+00	3.4598E-01	2.3429549117689E-01
1.1511E+00	2.8856E+00	1.9305E-01	2.3429948900419E-01
2.7730E+00	2.4962E+00	3.4674E-01	2.3443148851323E-01
3.0599E+00	6.5663E-01	7.2054E-01	2.3453922334679E-01
1.4170E-01	2.5979E+00	4.9414E-01	2.3455275288956E-01
3.0008E+00	2.5365E+00	6.7368E-01	2.3468785096906E-01
3.0268E+00	2.5545E+00	1.3618E-01	2.3481099015347E-01
3.1133E+00	2.3124E+00	1.8216E-01	2.3512007103221E-01
1.3982E+00	1.4639E+00	8.0186E-01	2.3515414920385E-01
4.7209E-01	7.5478E-01	6.9620E-01	2.3541978600867E-01
2.6313E+00	2.3478E+00	1.8537E-01	2.3568775640530E-01
2.9533E+00	2.5269E+00	2.4485E-01	2.3627146767440E-01
2.4305E-01	6.7543E-01	6.1060E-01	2.3665836275199E-01
1.9440E-01	2.6981E+00	4.8442E-01	2.3678112555062E-01
4.0857E-01	2.5670E+00	5.4290E-01	2.3751075344714E-01
2.7307E+00	2.2517E+00	3.3821E-01	2.3759111689669E-01
5.8771E-01	2.4902E+00	7.3197E-01	2.3774344530668E-01
2.8934E+00	2.3714E+00	3.2450E-02	2.3798572584819E-01
2.5424E+00	4.0754E-01	4.2085E-01	2.3803913193808E-01
2.9597E+00	5.7505E-01	2.7518E-01	2.3930310658324E-01
2.8878E+00	2.6206E+00	6.0010E-01	2.3955673973357E-01
1.4177E-01	6.2137E-01	1.6410E-01	2.3973562368597E-01
3.6654E-01	5.7074E-01	4.5993E-01	2.4030600377777E-01
2.8892E+00	2.7173E+00	2.1852E-01	2.4036683585730E-01
3.0796E+00	3.8624E-01	2.8346E-01	2.4057978068795E-01
3.0491E+00	5.6535E-01	8.1620E-01	2.4070368688553E-01
2.4210E+00	3.9266E-01	5.1856E-01	2.4080225926858E-01
2.9917E+00	2.8308E+00	1.0686E-01	2.4090754250830E-01
3.2695E-02	2.4286E+00	4.4115E-01	2.4132723197687E-01
1.2900E-01	2.5681E+00	6.4399E-01	2.4153946981261E-01
1.7179E-01	6.3577E-01	2.2094E-03	2.4176972940622E-01
2.9967E+00	2.4271E+00	7.2548E-01	2.4209186476785E-01
3.0175E+00	4.7229E-01	6.3685E-01	2.4209627967128E-01
1.1622E-01	2.5353E+00	7.4513E-01	2.4211896454375E-01
2.0684E-01	6.0066E-01	9.4414E-01	2.4225602288107E-01
1.1228E-01	6.2464E-01	6.0682E-01	2.4249163223900E-01
2.6999E+00	8.4273E-01	1.1707E-01	2.4264168707545E-01
2.9444E+00	2.5951E+00	4.9262E-01	2.4274341296095E-01
2.7496E+00	4.0874E-01	8.3599E-02	2.4300101443808E-01
3.2351E-01	5.8697E-01	5.4037E-01	2.4314473683815E-01
2.5848E+00	3.7072E-01	1.1822E-01	2.4316386130463E-01
2.9493E+00	2.7288E+00	5.8076E-01	2.4333415755777E-01
3.0917E+00	2.4288E+00	5.0020E-01	2.4351870255570E-01
4.9054E-01	3.7723E-01	7.2098E-01	2.4376752203713E-01
7.5688E-02	2.7109E+00	2.2999E-01	2.4377580252421E-01
2.6929E+00	2.3569E+00	3.8760E-01	2.4384812962880E-01
2.2215E-01	2.6533E+00	4.8661E-01	2.4399944077994E-01
2.9360E+00	2.8774E+00	7.3557E-02	2.4405935732650E-01
6.1001E-01	2.5419E+00	9.2080E-01	2.4425250019627E-01
5.1828E-02	2.6211E+00	3.7642E-01	2.4462292585301E-01
3.0330E+00	6.1642E-01	4.7106E-01	2.4475779199749E-01
2.5166E+00	2.5889E+00	1.7382E-01	2.4496819368100E-01
1.2602E+00	3.2627E-01	6.6037E-01	2.4514643472580E-01
3.0850E+00	2.5539E+00	8.1132E-01	2.4540300673697E-01
3.1051E+00	6.8426E-01	4.5914E-01	2.4575385931607E-01
2.8524E+00	8.3818E-01	9.6719E-01	2.4592952873049E-01
3.4235E-01	2.3639E+00	3.5545E-01	2.4593171583703E-01
5.3531E-01	8.1952E-01	4.3838E-01	2.4626265353953E-01
1.1271E-01	6.4607E-01	1.9659E-01	2.4640405658941E-01
2.7236E+00	7.2271E-01	8.4895E-01	2.4667805119299E-01
2.9716E+00	7.9379E-01	4.3227E-01	2.4669585322295E-01
1.1494E+00	2.8260E+00	3.4929E-01	2.4675210763763E-01
2.8362E+00	2.9025E+00	3.8762E-01	2.4723934105966E-01
2.9343E+00	2.4627E+00	1.8017E-01	2.4736438150086E-01
2.3747E+00	2.7208E-01	3.1198E-01	2.4761272999144E-01
1.7468E-02	2.4632E+00	1.7479E-01	2.4776147968478E-01
2.3728E+00	2.4974E+00	4.8096E-01	2.4779474404934E-01
2.8826E+00	2.7220E-01	2.8937E-02	2.4780623907440E-01
3.0109E+00	2.4658E+00	9.2503E-02	2.4793310651250E-01
2.8789E+00	5.3842E-01	4.4745E-01	2.4882404216293E-01
2.0118E+00	4.8304E-01	5.7886E-01	2.4901152398717E-01
3.7223E-01	2.2986E+00	2.2124E-01	2.4917214407409E-01
1.9188E+00	4.7447E-01	2.6825E-02	2.4924904884353E-01
2.9446E+00	9.3672E-01	5.3880E-01	2.4928149940101E-01
4.5183E-01	6.8595E-01	1.0364E-01	2.5017260188189E-01
2.7725E+00	5.7865E-01	3.4135E-01	2.5035389673778E-01
2.2122E-01	2.4377E+00	9.9711E-01	2.5048672531277E-01
1.3167E+00	2.4513E+00	9.8588E-01	2.5049623668307E-01
2.8316E+00	2.5253E+00	3.5586E-02	2.5060667335615E-01
1.7759E-01	2.4895E+00	6.9019E-01	2.5101858384625E-01
2.9189E+00	7.0037E-01	1.6250E-01	2.5151468674823E-01
2.7800E+00	7.9158E-01	5.2318E-01	2.5169168571998E-01
9.7383E-01	6.8551E-01	5.6720E-01	2.5192957475500E-01
2.8124E+00	2.3456E+00	4.0008E-01	2.5225395215515E-01
2.7669E+00	2.2553E+00	5.7308E-01	2.5231305489463E-01
3.0692E+00	7.2047E-01	8.9040E-01	2.5255069164946E-01
1.9450E-01	2.5307E+00	6.1605E-01	2.5271858818897E-01
2.6025E+00	2.3300E+00	7.2332E-01	2.5310955942280E-01
2.9791E+00	2.4967E+00	1.3485E-01	2.5365556802695E-01
3.7259E-02	2.6053E+00	8.4560E-01	2.5369686873646E-01
9.7250E-02	6.8839E-01	4.2644E-01	2.5372209675607E-01
2.9985E+00	2.4382E+00	6.3638E-01	2.5404843034499E-01
2.5822E+00	2.4803E+00	3.5926E-01	2.5434731422097E-01
2.9299E+00	2.5524E+00	8.6640E-03	2.5443917269558E-01
2.9980E+00	2.6183E+00	5.4271E-01	2.5454742226212E-01
8.0406E-02	2.5702E+00	4.1462E-01	2.5477513362231E-01
2.8545E+00	8.1598E-01	7.0740E-01	2.5490632644506E-01
1.9165E-01	2.3288E+00	7.2070E-01	2.5509640431391E-01
2.7932E+00	2.1996E+00	3.1268E-02	2.5538472700845E-01
2.1157E-01	8.3593E-01	5.6910E-01	2.5552829478518E-01
3.0795E+00	2.7712E+00	2.8191E-01	2.5565664945573E-01
2.6728E+00	8.3299E-01	3.3975E-01	2.5572958691564E-01
2.6903E+00	2.4566E+00	5.3902E-02	2.5584975163515E-01
2.8112E+00	2.3972E+00	5.9870E-01	2.5625124641184E-01
2.6911E+00	2.5902E+00	4.8825E-01	2.5638075261942E-01
1.2321E-01	7.6643E-01	2.1613E-01	2.5642927586680E-01
2.5353E-02	4.2042E-01	2.7749E-01	2.5647393353054E-01
3.0353E+00	2.5557E+00	6.8601E-02	2.5720369367071E-01
3.1056E+00	1.4282E+00	1.8349E-01	2.5725628595352E-01
2.9526E+00	5.4374E-01	7.2663E-01	2.5725658401036E-01
5.0527E-01	7.3573E-01	8.4252E-01	2.5767705676825E-01
3.0379E+00	7.2452E-01	3.9993E-01	2.5768101390519E-01
1.1609E-01	2.8995E+00	7.1607E-01	2.5780088667141E-01
3.6085E-01	6.1989E-01	2.2887E-01	2.5795548865494E-01
1.8869E-01	2.5482E+00	5.9495E-01	2.5804012459168E-01
2.8009E+00	2.4904E+00	7.6517E-01	2.5810482225487E-01
3.6961E-01	2.5068E+00	5.5488E-01	2.5836391706799E-01
2.8365E+00	2.2672E+00	7.7131E-01	2.5838426224509E-01
2.2612E-01	5.3976E-01	8.4458E-01	2.5847744315621E-01
2.6784E+00	2.3550E+00	2.3553E-02	2.5869660649024E-01
3.1271E+00	8.0357E-01	6.7855E-01	2.5869887497748E-01
3.8760E-01	2.3771E+00	1.1660E-01	2.5870743012445E-01
3.4521E-01	2.6906E+00	6.2144E-01	2.5890613638290E-01
3.0693E+00	2.4476E+00	4.3203E-01	2.5944082086148E-01
7.9566E-02	5.8477E-01	6.5338E-01	2.5946045395738E-01
2.6847E+00	2.4136E+00	1.3507E-01	2.5958085061191E-01
2.7746E+00	6.9688E-01	6.8592E-01	2.5973382701579E-01
2.9018E+00	2.4454E+00	2.1870E-02	2.5982019229259E-01
3.0477E+00	2.3480E+00	1.4316E-01	2.5997546363244E-01
3.0645E-01	2.5208E+00	5.8626E-01	2.6006762728471E-01
1.9038E+00	9.6164E-01	9.9995E-01	2.6010740210594E-01
2.6522E+00	8.3072E-01	5.0857E-01	2.6021821719932E-01
3.0407E+00	2.3176E+00	3.6598E-01	2.6035751655789E-01
2.6079E+00	2.5567E+00	1.0258E+00	2.6063154778278E-01
1.3384E-01	4.5831E-01	1.6935E-01	2.6103010268138E-01
2.6641E+00	2.2005E+00	2.6361E-01	2.6103546363554E-01
2.7524E+00	3.9591E-01	7.0960E-01	2.6118252467918E-01
2.6571E+00	2.2344E+00	1.7128E-01	2.6143106746620E-01
6.1858E-01	8.1228E-01	1.8502E-01	2.6213814476842E-01
3.8895E-01	4.7197E-01	8.0196E-01	2.6253816248525E-01
2.2745E-01	2.6573E+00	2.0158E-02	2.6270210595685E-01
1.6252E-01	2.6026E+00	4.3661E-01	2.6307351530290E-01
5.1390E-02	7.0374E-01	4.8031E-01	2.6315387875245E-01
2.6492E+00	2.6435E+00	6.7242E-01	2.6325163732842E-01
1.2714E-01	2.4566E+00	5.8430E-01	2.6375916201282E-01
3.0397E+00	2.5595E+00	9.3152E-02	2.6386621935199E-01
3.4894E-01	2.6838E+00	1.0020E+00	2.6397524915607E-01
3.4817E-03	5.2700E-01	6.6373E-01	2.6402865524596E-01
3.0889E+00	5.6123E-01	4.4110E-01	2.6404930560072E-01
2.9079E+00	2.4873E+00	5.0466E-01	2.6431158646857E-01
2.8760E+00	9.5161E-01	8.0235E-01	2.6455303997863E-01
2.9891E+00	7.1620E-01	2.2272E-01	2.6489219611542E-01
3.5430E-01	6.1130E-01	4.5920E-01	2.6494784017479E-01
2.1092E-01	2.4038E+00	9.0014E-03	2.6507354997232E-01
4.2513E-01	7.1826E-01	9.8609E-03	2.6523309074759E-01
5.2323E-01	2.5501E+00	2.3960E-01	2.6554750409725E-01
3.0468E+00	8.9453E-01	3.4273E-01	2.6615635183266E-01
3.0049E-01	2.5241E+00	7.8238E-01	2.6623518939392E-01
2.9070E+00	2.2633E+00	1.7541E-01	2.6635473867183E-01
6.3355E-01	4.1433E-01	4.2539E-01	2.6638037359497E-01
2.8884E+00	2.4861E+00	7.4224E-01	2.6648617360219E-01
2.5468E+00	2.6758E+00	1.0877E-01	2.6650570497221E-01
1.2194E-01	2.2415E+00	9.6409E-01	2.6682635513591E-01
2.9445E+00	3.5673E-01	5.9578E-02	2.6730783290733E-01
3.4203E-01	2.4805E+00	6.4673E-01	2.6767002792267E-01
4.3825E-01	3.9663E-01	4.4190E-01	2.6783245262680E-01
2.1263E+00	2.3836E+00	3.3009E-01	2.6788860531559E-01
2.6960E-01	2.4265E+00	4.7976E-01	2.6794384247142E-01
2.5789E+00	5.5964E-01	3.0545E-01	2.6835656371683E-01
2.9416E+00	7.9427E-01	4.0891E-01	2.6945942490453E-01
2.6718E+00	2.2578E+00	7.9805E-01	2.7006686068465E-01
1.0949E-01	2.6578E+00	7.1325E-01	2.7010602515056E-01
2.8679E+00	2.3166E+00	9.4503E-01	2.7019615428512E-01
1.6182E-02	6.0507E-01	7.6606E-01	2.7057462645940E-01
1.8169E-01	2.0839E+00	4.2974E-01	2.7058591803269E-01
1.0853E-02	2.6786E+00	8.5186E-01	2.7078387253685E-01
3.1341E-01	2.4070E+00	6.1690E-01	2.7113372820228E-01
2.6452E+00	7.0846E-01	2.0300E-01	2.7148501108188E-01
2.4983E+00	2.5634E+00	9.9791E-01	2.7150688214726E-01
6.2930E-01	2.4867E+00	7.6245E-01	2.7165224335135E-01
2.9728E+00	6.4839E-01	6.8643E-02	2.7177798061487E-01
2.9102E+00	2.4246E+00	7.0120E-02	2.7187767198267E-01
3.1067E+00	7.2216E-01	8.1256E-01	2.7189109979955E-01
2.1968E-01	2.5445E+00	4.5546E-01	2.7193667299626E-01
2.4065E+00	2.6424E+00	8.4944E-01	2.7197563401041E-01
2.9350E+00	7.1726E-01	5.1220E-01	2.7205955786595E-01
2.8402E+00	3.7478E-01	6.2605E-01	2.7208030994659E-01
9.7483E-02	2.2955E+00	5.5474E-01	2.7208976028135E-01
2.9484E-01	5.8587E-01	9.9288E-01	2.7212210911294E-01
2.7946E+00	2.4150E+00	2.1363E-01	2.7212987079801E-01
1.8661E-01	2.5157E+00	5.1253E-01	2.7246942976930E-01
1.0536E+00	6.0491E-01	7.8041E-02	2.7252700662050E-01
1.6492E-01	7.5451E-01	9.4387E-01	2.7253517520911E-01
6.8279E-02	2.4984E+00	1.9733E-01	2.7262398190715E-01
1.8342E-01	7.5044E-01	4.8594E-01	2.7336176109888E-01
7.9184E-01	2.7086E+00	3.9003E-01	2.7384035290693E-01
2.8884E+00	2.4655E+00	3.0351E-01	2.7441939495788E-01
2.9480E+00	2.5096E+00	2.0623E-01	2.7448938236711E-01
1.2721E-01	2.5621E+00	7.7316E-02	2.7451410175729E-01
3.0137E+00	2.5073E+00	8.0547E-01	2.7469574756748E-01
2.4161E+00	9.3560E-01	8.8328E-01	2.7479055609277E-01
3.0243E+00	7.3740E-01	2.8918E-01	2.7495124942232E-01
1.4605E-01	1.8331E+00	9.3023E-01	2.7498369997980E-01
9.9791E-02	2.7356E+00	8.3263E-01	2.7505500982554E-01
3.0697E+00	2.1244E+00	7.1723E-01	2.7505695278995E-01
3.1215E+00	2.7154E+00	1.5634E-01	2.7529231088495E-01
2.4796E+00	2.7735E+00	5.2391E-01	2.7590333453705E-01
2.9880E+00	3.7160E-01	2.1441E-01	2.7645459931770E-01
2.9765E+00	1.2425E+00	7.8706E-01	2.7675703851338E-01
2.7938E+00	4.5122E-01	5.0063E-02	2.7752316972665E-01
2.6100E+00	6.5261E-01	7.2454E-01	2.7761248505413E-01
3.0746E+00	2.3888E+00	2.6754E-01	2.7770230901103E-01
2.9847E-01	7.0585E-01	1.0742E-01	2.7771216624933E-01
2.9493E+00	2.5323E+00	2.5906E-01	2.7799668948205E-01
3.6917E-01	2.3592E+00	9.7902E-02	2.7813027998393E-01
1.2448E-01	9.6532E-01	6.5684E-01	2.7827784253619E-01
4.9229E-01	2.7552E+00	4.2850E-01	2.7847330882519E-01
2.7334E+00	5.5981E-01	3.4285E-01	2.7855713095484E-01
6.6807E-02	2.4354E+00	7.8852E-01	2.7866933053752E-01
2.6819E+00	2.4101E+00	2.8912E-01	2.7908398355749E-01
4.1375E-01	2.3253E+00	6.0683E-01	2.7945416303759E-01
2.0513E-01	2.4504E+00	9.6393E-01	2.7960207247511E-01
2.1190E-01	2.6128E+00	4.6169E-01	2.7960238070454E-01
2.4260E+00	2.3733E+00	2.6391E-01	2.7966636628652E-01
2.9421E+00	6.5679E-01	3.1777E-01	2.7976137826359E-01
2.9714E+00	3.6573E-01	8.1145E-01	2.7983217947990E-01
2.6807E+00	6.4027E-01	5.4669E-01	2.7992627592399E-01
5.0828E-01	2.8639E+00	5.1823E-01	2.8011892135418E-01
2.5297E+00	5.9476E-01	6.5249E-01	2.8014526835853E-01
2.7554E+00	6.6085E-01	6.5338E-01	2.8048094953907E-01
2.8979E+00	2.5012E+00	3.1236E-01	2.8049702222898E-01
3.0446E+00	2.6407E+00	4.3070E-01	2.8103737792567E-01
3.6500E-01	2.4031E+00	7.9381E-01	2.8106901467606E-01
6.3511E-01	7.2023E-01	6.1254E-01	2.8138477385919E-01
1.0498E-01	2.3609E+00	1.9282E-01	2.8148916292837E-01
3.0435E+00	2.5087E+00	5.0103E-01	2.8169380794402E-01
