0,0,0,0,0.77691,0.59876,0.18026,0.07349,0.38674,1.3511,6.0851,0.77691,0.59876,0.18026,0.07349,4.2147e-08,0,0,0,0,0
0,0,0,0,0.81653,0.49078,0.29084,0.088433,0.64285,1.2142,5.8561,0.81653,0.49078,0.29084,0.088433,0,0,0,0,0,0
0,0,0,0,0.89912,0.3541,0.24384,0.082145,0.69415,0.88884,5.7713,0.89912,0.3541,0.24384,0.082145,2.9802e-08,0,0,0,0,0
0,0,0,0,0.93904,0.27543,0.19772,0.056919,0.68314,0.69182,5.7211,0.93904,0.27543,0.19772,0.056919,4.2147e-08,0,0,0,0,0
0,0,0,0,0.87955,0.40878,0.2435,0.00032442,0.5376,0.99176,5.7463,0.87955,0.40878,0.2435,0.00032442,4.2147e-08,0,0,0,0,0
0,0,0,0,0.89202,0.33011,0.30464,0.050328,0.80166,0.93172,5.5942,0.89202,0.33011,0.30464,0.050328,0,0,0,0,0,0
0,0,0,0,0.62991,0.57594,0.52038,0.026682,0.7771,1.7773,5.5907,0.62991,0.57594,0.52038,0.026682,2.9802e-08,0,0,0,0,0
0,0,0,0,0.68163,0.59476,0.42196,0.059927,0.70474,1.6344,5.7538,0.68163,0.59476,0.42196,0.059927,0,0,0,0,0,0
0,0,0,0,0.77082,0.52166,0.36118,0.057149,0.67959,1.3747,5.7516,0.77082,0.52166,0.36118,0.057149,0,0,0,0,0,0
0,0,0,0,0.61657,0.53032,0.4942,0.30719,1.2124,1.6218,5.9953,0.61657,0.53032,0.4942,0.30719,0,0,0,0,0,0
0,0,0,0,0.94948,0.26103,0.16492,0.056117,0.62251,0.62779,5.7787,0.94948,0.26103,0.16492,0.056117,4.2147e-08,0,0,0,0,0
0,0,0,0,0.63622,0.61009,0.45015,0.14277,0.85643,1.7211,5.8683,0.63622,0.61009,0.45015,0.14277,4.2147e-08,0,0,0,0,0
0,0,0,0,0.76852,0.597,0.16382,0.16164,0.47512,1.3351,6.2227,0.76852,0.597,0.16382,0.16164,0,0,0,0,0,0
