ID;ID;phi1A;PHIA;phi2A;minDev;myDev;eulNew0;eulNew1;eulNew2;disoriANew
ID;3432;0.510655;1.57787;5.9695;0.0174533;3.44178;0;1.5708;0;0.598494
ID;3433;0.593093;1.5512;5.73888;0.0174533;0.715478;0.593267;2.10853;5.72733;0.55745
ID;3434;0.824659;1.00643;6.02999;0.0174533;4.55092;0;1.5708;0;0.959972
ID;3435;1.10609;1.20839;5.94768;0.0174533;5.56754;0;1.5708;0;0.714685
ID;3436;0.764915;1.16915;5.99018;0.0174533;5.0781;0;1.5708;0;0.853896
ID;3437;0.264675;1.07542;6.17263;0.0174533;0.702976;0.34848;1.55645;6.03175;0.501716
ID;3438;0.475441;1.4407;6.15886;0.0174533;2.68144;0.794522;2.58444;0.0999898;0.528406
ID;3439;0.889495;1.30501;6.00627;0.0174533;1.05619;1.09357;2.0679;0.0668973;0.846787
ID;3440;0.503933;1.43324;6.02188;0.0174533;1.15127;0.611839;2.28046;0.0383999;0.792947
ID;3441;0.152514;0.784475;6.20154;0.0174533;3.59682;0;1.5708;0;0.787504
ID;3442;0.61382;1.52073;6.00495;0.0174533;4.25852;0;1.5708;0;0.667536
ID;3443;0.730245;1.62764;5.86146;0.0174533;5.08696;0;1.5708;0;0.850681
ID;3444;0.86172;0.508902;5.61792;0.0174533;5.64581;0;1.5708;0;0.544735
ID;3445;0.761586;1.83864;5.56979;0.0174533;1.31025;1.06641;2.263;5.65245;0.504819
ID;3446;0.538558;1.26736;6.19166;0.0174533;6.2375;0;1.5708;0;0.610768
ID;3447;0.797581;0.962134;5.78822;0.0174533;5.52095;0;1.5708;0;0.986066
ID;3448;0.439362;1.06148;6.06396;0.0174533;1.08109;0.865042;1.94108;6.06137;0.97102
ID;3449;0.357798;1.39837;6.06087;0.0174533;4.9945;0;1.5708;0;0.438741
ID;3450;0.363642;1.21057;6.20244;0.0174533;4.2504;0;1.5708;0;0.506328
ID;3451;1.00455;0.963592;5.92699;0.0174533;4.29229;0;1.5708;0;0.960043
ID;3452;0.891937;1.56533;5.93041;0.0174533;5.34738;0;1.5708;0;0.762767
ID;3453;0.726008;1.52529;5.872;0.0174533;5.30529;0;1.5708;0;0.822811
ID;3454;1.03067;1.21172;5.74694;0.0174533;4.36204;0;1.5708;0;0.893944
ID;3455;0.803548;1.34448;5.51908;0.0174533;2.62239;1.59893;2.3242;0.471907;0.573029
ID;3456;0.654781;0.838628;5.85116;0.0174533;1.41077;0.717637;1.82427;0.00495154;0.758637
ID;3457;1.04562;1.57941;6.03588;0.0174533;6.26135;0;1.5708;0;0.578367
ID;3458;0.598252;1.1249;6.02105;0.0174533;4.48869;0;1.5708;0;0.739235
ID;3459;0.775845;0.969091;5.69726;0.0174533;1.68315;0.939248;1.90644;5.97272;0.973498
ID;3460;0.401695;0.698873;6.00838;0.0174533;4.15713;0;1.5708;0;0.709834
ID;3461;0.400724;1.0923;5.99613;0.0174533;2.17099;1.64626;2.56126;0.299238;0.98695
ID;3462;0.471175;0.803709;5.87274;0.0174533;4.14511;0;1.5708;0;0.805876
ID;3463;0.873306;0.975861;5.9338;0.0174533;3.99997;0;1.5708;0;1.01183
ID;3464;0.753064;0.952771;5.84897;0.0174533;2.16833;0.772127;1.84901;6.11535;0.794778
ID;3465;0.394212;0.790194;5.95242;0.0174533;3.42469;0;1.5708;0;0.792604
ID;3466;1.05391;1.44787;5.95585;0.0174533;2.20177;1.391;2.34082;0.247937;0.855429
ID;3467;0.788344;1.40632;5.79791;0.0174533;2.7405;1.25703;2.23775;0.00955106;1.00299
ID;3468;0.386927;1.32059;5.93761;0.0174533;3.97028;0;1.5708;0;0.543516
ID;3469;0.496875;1.19299;6.15089;0.0174533;1.27485;1.0061;2.32303;0.19964;0.650483
ID;3470;0.53043;1.37156;6.16593;0.0174533;3.62513;0;1.5708;0;0.566664
ID;3471;0.918574;1.13383;5.82357;0.0174533;4.69228;0;1.5708;0;0.970125
ID;3472;0.154078;0.776487;6.21119;0.0174533;1.6982;0.376923;2.2474;6.14817;0.382012
ID;3473;0.781914;1.25518;6.0671;0.0174533;0.534543;0.805326;1.6568;0.0730826;0.49587
ID;3474;0.960952;1.33136;5.87413;0.0174533;2.48122;1.26711;1.93822;6.14656;0.72086
ID;3475;0.120923;1.02105;6.23689;0.0174533;2.54571;0.770064;2.49184;6.24799;0.711274
ID;3476;0.30436;1.01006;6.03754;0.0174533;1.82813;0.787218;2.18088;6.20111;0.818502
ID;3477;0.115618;1.4738;6.17171;0.0174533;6.21373;0;1.5708;0;0.184165
ID;3478;1.01452;1.07519;5.91219;0.0174533;2.43174;0.904467;1.66559;0.218652;0.819302
ID;3479;0.776083;0.578427;5.83028;0.0174533;1.05573;0.840985;1.11355;6.06376;0.603319
ID;3480;1.17682;1.5123;5.90861;0.0174533;2.02388;2.65403;2.31853;1.10584;0.523504
ID;3481;0.320515;1.32439;6.03713;0.0174533;0.192724;0.336214;1.49482;5.98814;0.177318
ID;3482;1.36573;1.55086;6.14058;0.0174533;5.05649;0;1.5708;0;0.251581
ID;3483;0.695886;1.56011;5.81594;0.0174533;1.11106;0.884038;2.23047;5.82797;0.69435
ID;3484;0.983499;0.698715;5.78951;0.0174533;2.8814;1.26801;1.65986;0.0989143;0.962061
ID;3485;0.584707;1.24006;5.74401;0.0174533;5.26284;0;1.5708;0;0.789846
ID;3486;0.562257;1.51885;5.73347;0.0174533;5.29748;0;1.5708;0;0.772522
ID;3487;0.129629;0.789232;6.19146;0.0174533;6.0924;0;1.5708;0;0.790094
ID;3488;0.916736;1.84803;5.67102;0.0174533;3.54776;0;1.5708;0;0.866061
ID;3489;0.343262;0.790634;6.08687;0.0174533;3.71629;0;1.5708;0;0.803466
ID;3490;0.773115;1.76622;5.79855;0.0174533;4.41163;0;1.5708;0;0.904745
ID;3491;0.733372;1.0574;5.78233;0.0174533;1.11783;0.970538;1.50996;5.84739;0.522541
ID;3492;1.02531;1.6277;6.16123;0.0174533;2.35792;2.26873;2.20303;1.50246;0.594974
ID;3493;0.586614;1.56681;6.02759;0.0174533;0.986248;1.06876;2.37952;6.16839;0.918567
ID;3494;1.20796;1.3611;6.05119;0.0174533;4.29524;0;1.5708;0;0.49581
ID;3495;0.761295;1.04451;6.05652;0.0174533;4.2995;0;1.5708;0;0.894487
ID;3496;0.808719;1.60631;5.5633;0.0174533;1.87975;1.0309;2.1686;6.06339;0.732563
ID;3497;0.68358;1.46835;5.88234;0.0174533;0.740668;0.814387;2.05751;6.24174;0.686096
ID;3498;0.826898;1.59992;5.89045;0.0174533;2.88178;1.48931;2.34045;0.0274795;0.953234
ID;3499;0.725033;1.74821;5.69574;0.0174533;2.07513;3.25632;2.58175;1.2492;0.812793
ID;3500;0.651393;1.37914;6.10796;0.0174533;2.2621;0.682893;2.47894;6.11663;0.529694
ID;3501;0.555984;1.67026;5.85255;0.0174533;0.512395;0.713864;2.10275;5.8584;0.45939
ID;3502;0.65492;1.07333;5.8548;0.0174533;0.0487616;0.64867;1.10534;5.87117;0.0351719
ID;3503;0.3694;1.18422;6.02913;0.0174533;1.22605;0.56647;1.59091;5.98699;0.449889
ID;3504;0.856111;0.91359;5.87386;0.0174533;1.07319;1.19052;1.56663;6.15741;0.820863
ID;3505;0.83529;1.52511;5.81713;0.0174533;2.783;2.0905;2.7644;0.639244;0.980688
ID;3506;0.741945;1.40577;5.79505;0.0174533;2.54604;1.84466;2.71841;0.547323;0.884749
ID;3507;0.953192;1.22275;5.95909;0.0174533;3.87944;0;1.5708;0;0.817961
ID;3508;0.649417;1.38184;5.65448;0.0174533;0.693362;0.794777;1.85771;5.62772;0.498262
ID;3509;0.608581;1.50902;5.92634;0.0174533;5.52711;0;1.5708;0;0.695697
ID;3510;0.867415;1.71952;5.92871;0.0174533;2.45898;1.26898;2.32655;0.30127;0.838614
ID;3511;0.852204;1.59556;5.74704;0.0174533;3.32497;0;1.5708;0;0.884495
ID;3512;0.697306;1.61702;5.82275;0.0174533;2.56345;1.08292;2.51898;0.121057;0.924936
ID;3513;0.6158;1.43728;5.7034;0.0174533;5.88242;0;1.5708;0;0.820839
ID;3514;0.725129;0.429753;5.76423;0.0174533;1.05474;0.393559;1.34228;6.25773;0.663956
ID;3515;0.670666;1.60536;6.12515;0.0174533;5.81946;0;1.5708;0;0.691834
ID;3516;0.865306;1.40017;6.03603;0.0174533;2.35053;2.18544;2.79653;1.17245;0.600168
ID;3517;0.53107;0.892878;5.85435;0.0174533;3.50579;0;1.5708;0;0.865696
ID;3518;0.964088;1.3413;5.98789;0.0174533;4.56295;0;1.5708;0;0.737841
ID;3519;0.741697;0.772653;5.61631;0.0174533;4.19566;0;1.5708;0;0.776086
ID;3520;0.840153;1.4255;5.74923;0.0174533;0.242983;0.877856;1.55614;5.78897;0.142485
ID;3521;0.71246;1.3459;5.84998;0.0174533;3.84195;0;1.5708;0;0.815842
ID;3522;0.816819;1.48443;5.75767;0.0174533;5.31235;0;1.5708;0;0.934101
ID;3523;1.02748;1.60326;6.09286;0.0174533;5.77655;0;1.5708;0;0.572883
ID;3524;0.581774;1.19494;5.8533;0.0174533;5.66451;0;1.5708;0;0.747885
ID;3525;1.02024;1.22956;5.87668;0.0174533;6.1378;0;1.5708;0;0.807788
ID;3526;0.51371;0.837619;5.88623;0.0174533;3.00953;0.774993;1.92185;5.89938;0.899646
ID;3527;0.676038;1.7151;5.69205;0.0174533;5.62558;0;1.5708;0;0.932803
ID;3528;0.990775;1.75522;5.93525;0.0174533;0.560994;1.26854;2.16612;6.26234;0.529393
ID;3529;0.837091;1.25518;5.80539;0.0174533;0.578307;0.863807;1.41402;5.89243;0.185992
ID;3530;1.24926;1.38363;5.99082;0.0174533;5.4055;0;1.5708;0;0.490108
ID;3531;0.768508;1.37689;5.9911;0.0174533;3.60462;0;1.5708;0;0.814657
ID;3532;1.00558;1.184;5.90446;0.0174533;1.89879;1.13734;1.90447;6.25695;0.810464
ID;3533;0.974647;1.4044;6.11854;0.0174533;0.846732;1.07954;2.09548;0.254684;0.800487
ID;3534;0.900286;1.41169;6.20244;0.0174533;2.11126;1.13358;2.0152;0.484842;0.829201
ID;3535;0.711836;1.57272;6.02526;0.0174533;6.03796;0;1.5708;0;0.755483
ID;3536;0.42863;1.41078;6.0602;0.0174533;0.295524;0.465237;1.58064;6.04779;0.173995
ID;3537;0.853525;1.66968;5.74842;0.0174533;0.632894;0.955982;1.96515;5.90561;0.338147
ID;3538;0.795125;0.713716;5.51857;0.0174533;5.48367;0;1.5708;0;0.71434
ID;3539;0.992109;1.33553;5.80843;0.0174533;3.99082;0;1.5708;0;0.819384
ID;3540;1.33018;1.42456;6.12348;0.0174533;2.12107;1.79113;2.01584;0.975229;0.893104
ID;3541;0.877921;1.53758;6.04111;0.0174533;1.086;0.956216;1.7098;6.1119;0.200461
ID;3542;0.655619;1.52244;5.75993;0.0174533;3.09028;1.10451;2.94775;6.10942;0.846047
ID;3543;0.358569;1.5537;6.14512;0.0174533;0.171853;0.368415;1.70272;6.12908;0.150262
ID;3544;0.75112;1.32256;6.16426;0.0174533;2.68904;1.23062;2.54622;0.378017;0.481275
ID;3545;0.797498;1.19611;5.71394;0.0174533;0.766012;1.11422;1.79048;5.88321;0.697571
ID;3546;0.380438;1.58889;5.91608;0.0174533;3.54258;0;1.5708;0;0.529824
ID;3547;0.771028;0.463899;5.76919;0.0174533;5.04779;0;1.5708;0;0.529223
ID;3548;0.408431;1.22979;6.17576;0.0174533;4.28737;0;1.5708;0;0.527058
ID;3549;0.739855;1.45818;5.58556;0.0174533;3.75548;0;1.5708;0;0.982379
ID;3550;0.845711;1.23656;6.07306;0.0174533;3.5749;0;1.5708;0;0.851635
ID;3551;0.761009;1.54612;5.72345;0.0174533;3.29422;0;1.5708;0;0.931208
ID;3552;0.907584;1.26895;6.00489;0.0174533;0.324947;0.892258;1.51957;6.11199;0.271804
ID;3553;1.4193;1.47832;6.19676;0.0174533;1.91985;1.85839;1.81594;1.47375;0.552963
ID;3554;0.595078;1.44235;5.81493;0.0174533;5.21859;0;1.5708;0;0.739461
ID;3555;0.693981;1.29355;5.61068;0.0174533;0.885557;0.809012;2.1476;5.74794;0.868694
ID;3556;0.732606;1.10398;5.75872;0.0174533;0.68837;0.845265;1.61414;6.00036;0.584211
ID;3557;0.685093;1.14693;5.94539;0.0174533;5.46399;0;1.5708;0;0.807461
ID;3558;1.13748;1.22779;6.01536;0.0174533;2.3662;1.32017;1.9119;0.92692;0.797113
ID;3559;0.404779;1.48279;6.01248;0.0174533;1.46086;0.41438;2.57537;5.71325;0.745399
ID;3560;1.00777;1.44227;6.11963;0.0174533;5.17581;0;1.5708;0;0.609031
ID;3561;1.03834;0.751957;5.76399;0.0174533;2.30479;0.722809;1.72706;0.44588;0.928968
ID;3562;0.88565;0.968866;5.84276;0.0174533;3.02765;0.750479;1.51954;6.25015;0.668426
ID;3563;1.09797;1.75585;5.94446;0.0174533;2.25052;1.93577;2.40713;0.334478;0.978777
ID;3564;0.481696;0.752931;5.93623;0.0174533;1.29237;0.772029;1.68972;5.99868;0.932205
ID;3565;0.372829;1.63597;5.92479;0.0174533;1.16033;0.459449;2.70199;5.59476;0.92199
ID;3566;1.13936;1.46263;6.13738;0.0174533;4.57924;0;1.5708;0;0.474724
ID;3567;0.539646;0.649629;5.99724;0.0174533;5.29912;0;1.5708;0;0.695774
ID;3568;0.764319;1.43837;6.17502;0.0174533;0.362557;0.767367;1.67848;0.10584;0.321334
ID;3569;0.497331;0.895461;5.91024;0.0174533;4.13203;0;1.5708;0;0.83665
ID;3570;1.20891;1.26863;6.06733;0.0174533;5.23198;0;1.5708;0;0.539081
ID;3571;0.490802;1.2124;6.11912;0.0174533;2.62076;0.484975;2.82661;5.98605;0.339322
ID;3572;0.303767;1.5534;6.02571;0.0174533;4.46412;0;1.5708;0;0.396226
ID;3573;1.27518;1.39863;6.00259;0.0174533;3.00445;2.60068;2.03509;1.0749;0.358378
ID;3574;0.52715;1.17303;5.78274;0.0174533;4.72756;0;1.5708;0;0.754367
ID;3575;0.800808;1.19071;6.07847;0.0174533;4.43524;0;1.5708;0;0.868841
ID;3576;0.657979;1.12996;5.99069;0.0174533;4.11871;0;1.5708;0;0.785246
ID;3577;0.734086;1.2682;5.77909;0.0174533;5.92086;0;1.5708;0;0.869082
ID;3578;0.216852;1.31795;6.24609;0.0174533;1.91334;1.76712;2.8987;0.563685;0.712214
ID;3579;0.070356;1.2612;6.23582;0.0174533;3.13482;0.645076;2.56608;5.7081;0.614154
ID;3580;0.797519;1.53696;6.21262;0.0174533;4.09555;0;1.5708;0;0.778216
ID;3581;0.80802;1.80207;5.70256;0.0174533;3.47525;0;1.5708;0;0.92175
ID;3582;0.688263;1.31089;5.98475;0.0174533;3.39015;0;1.5708;0;0.755167
ID;3583;0.620379;0.88242;5.89947;0.0174533;5.58735;0;1.5708;0;0.903811
ID;3584;0.456842;1.52864;6.26523;0.0174533;5.09862;0;1.5708;0;0.458717
ID;3585;0.751753;0.925196;5.85395;0.0174533;1.10205;1.0028;1.88406;5.95644;0.949437
ID;3586;0.735738;1.62917;5.81146;0.0174533;4.65589;0;1.5708;0;0.881545
ID;3587;0.72255;1.77959;5.58061;0.0174533;3.03357;2.15743;2.58658;1.171;0.579219
ID;3588;0.916037;1.42262;6.17315;0.0174533;0.691796;0.989095;1.98062;0.182303;0.627776
ID;3589;1.16621;1.53766;5.94041;0.0174533;2.462;1.53593;2.03062;0.708916;0.84855
ID;3590;0.833701;1.72788;5.74701;0.0174533;1.85199;2.41726;2.75055;0.89578;1.00406
ID;3591;0.733584;1.23016;5.81253;0.0174533;5.72181;0;1.5708;0;0.860831
ID;3592;0.680644;0.949278;6.01038;0.0174533;2.41456;0.888909;2.33528;0.461253;0.559723
ID;3593;0.810455;1.22381;5.58745;0.0174533;4.47534;0;1.5708;0;1.01404
ID;3594;0.839427;0.729264;5.81608;0.0174533;3.09232;0.831421;2.11857;6.26343;0.493053
ID;3595;0.270096;0.459598;6.08752;0.0174533;1.90468;0.469836;0.807526;5.9908;0.372154
ID;3596;0.927586;1.51288;5.78158;0.0174533;4.82621;0;1.5708;0;0.823656
ID;3597;0.997262;1.54068;5.95736;0.0174533;0.859134;1.13003;1.91594;6.09633;0.414097
ID;3598;0.743545;1.3722;6.00768;0.0174533;1.95476;2.29524;2.42013;0.951248;0.720649
ID;3599;0.81729;1.49177;5.55797;0.0174533;2.88681;1.84554;2.47194;0.479996;0.733441
ID;3600;0.942415;1.20191;5.71888;0.0174533;3.24923;0;1.5708;0;0.980709
ID;3601;0.657144;1.57559;6.22304;0.0174533;0.725962;0.82953;2.07913;0.150618;0.554418
ID;3602;0.169044;1.51042;6.20978;0.0174533;3.63994;0;1.5708;0;0.191928
ID;3603;0.992862;0.9522;5.82126;0.0174533;1.01974;1.25102;1.45993;6.05707;0.648872
ID;3604;0.654236;1.42165;5.70257;0.0174533;1.37068;1.382;2.39094;0.0218364;0.91897
ID;3605;1.08728;1.81318;5.82126;0.0174533;2.38035;2.76653;2.27952;1.35206;0.54751
ID;3606;0.970619;1.3899;6.01735;0.0174533;3.702;0;1.5708;0;0.699403
ID;3607;0.751364;1.59629;5.89217;0.0174533;0.771481;0.854878;2.0386;6.00106;0.46074
ID;3608;1.00733;1.6428;5.7496;0.0174533;2.16628;3.01285;2.56591;1.5288;0.670545
ID;3609;0.757797;0.659059;5.68493;0.0174533;2.45425;1.24303;2.27844;6.17074;0.716056
ID;3610;0.545679;1.14973;5.76482;0.0174533;2.09156;0.679155;1.80305;5.87361;0.676892
ID;3611;0.495241;1.17573;5.88706;0.0174533;3.52863;0;1.5708;0;0.687338
ID;3612;0.655505;1.21357;5.86378;0.0174533;0.471971;0.740638;1.45288;5.89205;0.25771
ID;3613;0.899815;0.654019;5.72393;0.0174533;4.73912;0;1.5708;0;0.734543
ID;3614;0.826003;0.831096;5.92282;0.0174533;5.6405;0;1.5708;0;0.945976
ID;3615;0.372204;1.23269;6.07694;0.0174533;2.1224;1.10113;2.59791;0.442537;0.603365
ID;3616;0.722112;1.34502;5.95876;0.0174533;3.62374;0;1.5708;0;0.785849
ID;3617;0.638919;1.43942;6.0401;0.0174533;2.23027;2.70341;2.7751;1.41244;0.918565
ID;3618;0.793339;1.33655;6.08535;0.0174533;6.28098;0;1.5708;0;0.825534
ID;3619;0.951122;1.07755;5.90051;0.0174533;5.56687;0;1.5708;0;0.935626
ID;3620;1.13516;1.483;6.04833;0.0174533;2.34957;2.46368;2.24196;1.41097;0.480145
ID;3621;0.749938;1.57836;5.77342;0.0174533;2.15467;2.61622;2.47816;1.02354;0.870398
ID;3622;0.823266;1.72477;5.6871;0.0174533;0.706934;0.904574;1.95331;5.79948;0.257937
ID;3623;0.751622;0.968338;5.55171;0.0174533;0.380281;0.766539;1.26098;5.61456;0.301018
ID;3624;0.990438;1.3979;5.90758;0.0174533;0.624721;1.00127;1.79002;6.20497;0.490945
ID;3625;1.26941;1.54842;6.16292;0.0174533;2.49254;1.61127;1.95916;0.57775;0.819887
ID;3626;0.83757;1.87936;5.56394;0.0174533;3.18476;0;1.5708;0;0.97787
ID;3627;1.42193;1.5415;6.23937;0.0174533;5.91092;0;1.5708;0;0.158504
ID;3628;0.385847;0.827331;6.10984;0.0174533;6.01773;0;1.5708;0;0.820553
ID;3629;0.582563;1.00812;5.74847;0.0174533;1.82205;0.597909;2.24694;5.93244;0.684981
ID;3630;0.679322;1.56799;6.00656;0.0174533;1.83811;1.15024;2.60275;0.466335;0.705244
ID;3631;0.515772;1.39182;5.7835;0.0174533;5.12314;0;1.5708;0;0.703359
ID;3632;0.834378;1.45387;5.5769;0.0174533;3.91924;0;1.5708;0;1.04478
ID;3633;1.19698;1.38229;5.95559;0.0174533;5.90209;0;1.5708;0;0.551095
ID;3634;0.588094;1.41096;5.7028;0.0174533;6.17341;0;1.5708;0;0.801566
ID;3635;0.680902;1.42812;5.9642;0.0174533;2.81883;1.40658;2.46202;0.340775;0.88972
ID;3636;0.465017;0.430541;5.88951;0.0174533;1.77542;0.837489;1.55458;6.12041;0.89385
ID;3637;0.727847;0.938123;5.65883;0.0174533;2.68565;1.37381;2.37436;6.07168;0.882343
ID;3638;0.995932;1.1985;5.95079;0.0174533;4.9445;0;1.5708;0;0.801632
ID;3639;0.48642;0.309511;5.83305;0.0174533;1.93846;0.469119;0.887678;5.93507;0.584575
ID;3640;0.532054;0.754526;5.94056;0.0174533;2.8043;0.706525;1.6486;5.79714;0.910058
ID;3641;0.812214;1.52609;5.72074;0.0174533;0.951028;1.05661;2.08255;5.84814;0.607431
ID;3642;0.691899;1.69041;5.61536;0.0174533;1.80013;1.15415;2.42597;6.08988;0.864221
ID;3643;0.513759;1.55284;6.18888;0.0174533;4.58075;0;1.5708;0;0.521623
ID;3644;1.30907;1.55076;6.20407;0.0174533;1.70856;1.47787;1.89056;0.326196;0.534294
ID;3645;0.78082;1.51396;5.83747;0.0174533;6.06261;0;1.5708;0;0.883946
ID;3646;0.734224;1.37297;6.20355;0.0174533;5.60645;0;1.5708;0;0.755589
ID;3647;0.759641;1.24372;6.13497;0.0174533;4.7281;0;1.5708;0;0.814095
ID;3648;0.563631;1.19594;5.80297;0.0174533;2.51562;1.59389;2.42494;0.0760025;0.860399
ID;3649;0.986819;1.16696;5.77708;0.0174533;5.51674;0;1.5708;0;0.929723
ID;3650;0.68985;1.39162;5.96592;0.0174533;6.04006;0;1.5708;0;0.750933
ID;3651;0.410312;0.59264;6.01661;0.0174533;1.5988;0.564091;1.882;6.18142;0.513262
ID;3652;0.788415;1.2993;5.98618;0.0174533;0.641558;0.791785;1.61484;6.16194;0.361032
ID;3653;1.17568;1.68205;5.97413;0.0174533;1.85391;2.22589;2.40643;1.21768;0.712177
ID;3654;0.990906;1.48851;5.99688;0.0174533;5.81513;0;1.5708;0;0.6604
ID;3655;0.406589;1.5931;5.92924;0.0174533;1.4626;5.81111;2.81306;4.69425;0.709561
ID;3656;0.297481;0.976932;6.13848;0.0174533;4.92485;0;1.5708;0;0.658157
ID;3657;0.540268;0.87584;5.80084;0.0174533;0.9257;0.57129;1.42024;5.89256;0.554867
ID;3658;0.654759;1.51983;5.90108;0.0174533;4.32726;0;1.5708;0;0.747779
ID;3659;0.621727;0.909994;5.85913;0.0174533;5.66313;0;1.5708;0;0.896115
ID;3660;0.852302;1.58918;5.68876;0.0174533;3.48551;0;1.5708;0;0.92012
ID;3661;0.56663;0.81724;5.88959;0.0174533;2.85687;0.803872;2.28665;0.117612;0.578992
ID;3662;0.893571;0.864637;5.74779;0.0174533;2.77829;0.841318;2.13069;0.16286;0.632971
ID;3663;0.764381;0.716216;5.52094;0.0174533;2.10193;0.792837;2.3136;5.76547;0.939298
ID;3664;0.35061;1.39336;6.01392;0.0174533;2.03979;0.269315;2.57607;5.69755;0.632635
ID;3665;0.627632;1.12039;5.6974;0.0174533;5.16355;0;1.5708;0;0.86671
ID;3666;0.742453;1.13535;5.71534;0.0174533;1.67207;1.00067;2.45023;0.200148;0.767857
ID;3667;0.805251;1.62929;5.84671;0.0174533;5.75271;0;1.5708;0;0.866493
ID;3668;0.918803;0.623325;5.69521;0.0174533;2.35182;1.67107;2.12064;0.155295;0.438262
ID;3669;0.776892;0.944102;5.86989;0.0174533;0.0931643;0.806263;1.01531;5.87637;0.0786546
ID;3670;0.688545;1.67259;5.89762;0.0174533;3.31756;0;1.5708;0;0.808503
ID;3671;0.320988;1.3519;6.24545;0.0174533;4.18772;0;1.5708;0;0.38638
ID;3672;0.842584;0.941678;5.85469;0.0174533;4.2065;0;1.5708;0;1.01136
ID;3673;0.509158;0.616954;5.95281;0.0174533;0.824781;0.78448;1.34904;5.83906;0.764928
ID;3674;0.651003;1.31156;5.85971;0.0174533;5.70171;0;1.5708;0;0.767609
ID;3675;0.548306;1.34091;5.95581;0.0174533;4.88037;0;1.5708;0;0.644158
ID;3676;0.363152;0.752846;5.97573;0.0174533;3.78665;0;1.5708;0;0.754806
ID;3677;0.7103;1.45137;6.12541;0.0174533;2.83656;0.887529;1.92186;6.25632;0.513371
ID;3678;1.03241;1.60736;5.78417;0.0174533;0.713138;1.156;1.84381;6.0651;0.372612
ID;3679;0.0994394;0.853771;6.20138;0.0174533;1.51182;0.524593;1.53216;5.93159;0.785349
ID;3680;0.600607;1.58888;6.17073;0.0174533;2.60371;0.665962;1.84835;6.1665;0.267715
ID;3681;0.90774;1.55353;6.00557;0.0174533;1.16169;0.945254;1.93436;6.06119;0.38569
ID;3682;1.45503;1.60306;6.21074;0.0174533;4.14269;0;1.5708;0;0.139326
ID;3683;1.39309;1.60756;6.23141;0.0174533;3.19566;0;1.5708;0;0.187781
ID;3684;0.453452;0.89974;6.1108;0.0174533;6.23261;0;1.5708;0;0.78984
ID;3685;0.662665;1.13113;5.98018;0.0174533;0.17702;0.662701;1.26571;6.04558;0.149613
ID;3686;1.17907;1.62271;6.0311;0.0174533;4.52103;0;1.5708;0;0.462283
ID;3687;0.891512;0.932851;5.71939;0.0174533;5.65977;0;1.5708;0;0.984729
ID;3688;0.808572;1.0994;5.85093;0.0174533;0.217583;0.886411;1.26133;5.88508;0.188294
ID;3689;0.223969;1.48875;6.09756;0.0174533;4.88945;0;1.5708;0;0.296223
ID;3690;1.08441;1.40455;5.85799;0.0174533;4.28379;0;1.5708;0;0.689093
ID;3691;1.15509;1.45431;5.88;0.0174533;4.38542;0;1.5708;0;0.604759
ID;3692;1.27538;1.65693;6.04514;0.0174533;0.856281;1.58954;1.90919;0.559798;0.827063
ID;3693;0.0843612;1.35572;6.24078;0.0174533;3.02652;5.55241;2.73387;4.89878;0.652276
ID;3694;0.397714;1.17562;6.05152;0.0174533;4.55929;0;1.5708;0;0.572847
ID;3695;0.731856;0.625028;5.70564;0.0174533;2.93336;1.03151;1.68033;6.17321;0.91823
ID;3696;0.976125;1.44837;6.06178;0.0174533;4.50427;0;1.5708;0;0.65712
ID;3697;0.487669;1.12966;6.08692;0.0174533;0.708498;0.5445;1.77398;6.00748;0.650579
ID;3698;1.00201;0.87093;5.7837;0.0174533;4.1638;0;1.5708;0;0.997408
ID;3699;0.95798;1.00233;5.67247;0.0174533;3.24857;0;1.5708;0;1.05592
ID;3700;0.322446;1.17313;6.14891;0.0174533;6.22739;0;1.5708;0;0.511038
ID;3701;0.800607;1.08899;5.79647;0.0174533;3.29366;0;1.5708;0;0.945148
ID;3702;0.901318;1.31503;5.91688;0.0174533;5.74987;0;1.5708;0;0.838061
ID;3703;0.886131;0.637617;5.78492;0.0174533;5.0746;0;1.5708;0;0.742866
ID;3704;0.958317;1.7201;5.7826;0.0174533;4.66392;0;1.5708;0;0.770206
ID;3705;0.749289;1.17357;5.59737;0.0174533;0.495245;0.822964;1.55783;5.66941;0.400393
ID;3706;0.601955;0.308196;5.79977;0.0174533;5.65647;0;1.5708;0;0.330038
ID;3707;1.15399;1.30865;6.03899;0.0174533;5.5961;0;1.5708;0;0.571461
ID;3708;0.654033;1.51505;6.15107;0.0174533;0.343167;0.710599;1.71532;6.19431;0.212004
ID;3709;1.04621;1.53763;6.10483;0.0174533;6.10352;0;1.5708;0;0.557172
ID;3710;0.688054;1.22855;6.12637;0.0174533;5.37661;0;1.5708;0;0.756554
ID;3711;0.691545;1.543;6.00531;0.0174533;4.32753;0;1.5708;0;0.740095
ID;3712;0.818774;0.727637;5.62459;0.0174533;2.13544;0.972415;2.25935;5.82723;0.941291
ID;3713;0.777543;1.2316;5.88704;0.0174533;5.93277;0;1.5708;0;0.870073
ID;3714;1.09169;1.18976;5.95183;0.0174533;0.733643;1.09132;1.62609;0.103772;0.613714
ID;3715;0.722027;1.48485;6.19066;0.0174533;1.57444;1.20428;2.548;0.563909;0.583247
