1.5708
3.14159
0
oribucket_0.ori into CORe6NOO.ori 2 IMMOri.ori Converter at simulation time 0.0000
PHI2 22
9 0 0
0.38674	1.35106	6.08507	5e-05	3.489
0.642852	1.2142	5.8561	5e-05	3.489
0.694154	0.888836	5.77125	5e-05	3.489
0.683144	0.691819	5.72112	5e-05	3.489
0.537603	0.991762	5.74632	5e-05	3.489
0.801657	0.931724	5.59425	5e-05	3.489
0.777102	1.77727	5.59075	5e-05	3.489
0.704739	1.63443	5.75383	5e-05	3.489
0.679586	1.37469	5.75161	5e-05	3.489
1.21238	1.62177	5.99526	5e-05	3.489
0.622513	0.62779	5.77874	5e-05	3.489
0.856429	1.72105	5.86826	5e-05	3.489
0.47512	1.33511	6.22268	5e-05	3.489
0.101487	0.612934	6.22584	5e-05	3.489
0.88789	1.63235	5.97117	5e-05	3.489
0.899094	1.08351	5.74155	5e-05	3.489
1.06071	1.23828	6.04371	5e-05	3.489
1.06769	1.08657	5.81907	5e-05	3.489
0.770371	1.12658	5.59186	5e-05	3.489
0.348153	1.18763	6.04483	5e-05	3.489
0.810377	1.15024	5.95296	5e-05	3.489
0.604669	1.52559	5.87606	5e-05	3.489
0.911239	1.29409	5.63658	5e-05	3.489
0.127283	0.816013	6.18707	5e-05	3.489
0.745627	1.65827	5.66062	5e-05	3.489
0.534275	1.33402	6.08592	5e-05	3.489
0.676762	1.36844	5.94877	5e-05	3.489
1.50118	1.50748	6.22195	5e-05	3.489
0.751747	0.517733	5.60179	5e-05	3.489
0.26388	1.00912	6.08054	5e-05	3.489
1.02744	1.58982	5.7654	5e-05	3.489
0.731747	0.977841	5.67018	5e-05	3.489
0.193728	1.14909	6.21563	5e-05	3.489
0.561778	0.472801	5.81598	5e-05	3.489
0.289218	1.17904	6.20103	5e-05	3.489
0.357607	0.850519	6.07688	5e-05	3.489
0.716352	1.56631	6.21692	5e-05	3.489
0.381494	0.860798	6.08991	5e-05	3.489
0.876987	1.55655	6.07858	5e-05	3.489
1.32867	1.56761	6.11897	5e-05	3.489
0.708199	1.20934	5.80951	5e-05	3.489
0.708869	1.46265	5.70154	5e-05	3.489
0.425142	1.16297	6.12406	5e-05	3.489
0.920564	1.41893	5.89291	5e-05	3.489
1.10458	1.60241	6.03022	5e-05	3.489
1.47666	1.56378	6.26427	5e-05	3.489
0.753121	1.33186	5.59619	5e-05	3.489
0.63933	0.632771	5.72267	5e-05	3.489
0.682626	0.963269	5.62475	5e-05	3.489
0.778242	1.46617	6.11803	5e-05	3.489
0.873471	1.33787	6.04737	5e-05	3.489
0.775151	1.10571	5.63973	5e-05	3.489
0.103462	1.50739	6.22365	5e-05	3.489
1.23758	1.64779	6.1108	5e-05	3.489
0.322721	1.14466	6.01376	5e-05	3.489
0.755028	0.973207	6.00957	5e-05	3.489
0.245603	0.527149	6.0498	5e-05	3.489
0.998659	1.59232	5.81271	5e-05	3.489
0.718418	1.17986	5.86481	5e-05	3.489
1.06554	1.4043	5.86053	5e-05	3.489
1.04707	1.61314	6.10313	5e-05	3.489
