ID;ID;phi1;PHI;phi2;q0;q1;q2;q3;phi1;PHI;phi2;q0B;q1B;q2B;q3B;misorientationCubicEulerAB;misoriQxQAB;misoriQuatCubic0;misoriQuatCubic1;misoriQuatCubic2;misoriQuatCubic3
ID;1063;1.17667;1.53632;6.01216;-0.646708;-0.520597;-0.460155;-0.314649;1.17667;1.53632;6.01216;-0.646708;-0.520597;-0.460155;-0.314649;0;0;1;5.55112e-17;5.55112e-17;2.77556e-17
ID;1064;0.648107;1.34845;5.94592;-0.771775;-0.550042;-0.295287;-0.120925;0.648107;1.34845;5.94592;-0.771775;-0.550042;-0.295287;-0.120925;0;0;1;2.77556e-17;0;0
ID;1065;0.682373;1.6422;6.004;-0.667618;-0.648923;-0.338481;-0.13644;0.682373;1.6422;6.004;-0.667618;-0.648923;-0.338481;-0.13644;0;0;1;1.38778e-17;0;0
ID;1066;1.02187;1.63139;6.09104;-0.627223;-0.598117;-0.415374;-0.276245;1.02187;1.63139;6.09104;-0.627223;-0.598117;-0.415374;-0.276245;2.98023e-08;2.98023e-08;1;2.77556e-17;0;0
ID;1067;0.459391;1.44688;5.94479;-0.748163;-0.609997;-0.257105;-0.0453191;0.459391;1.44688;5.94479;-0.748163;-0.609997;-0.257105;-0.0453191;0;0;1;0;0;0
ID;1068;0.56193;1.24298;5.74427;-0.812959;-0.49625;-0.304542;-0.00935617;0.56193;1.24298;5.74427;-0.812959;-0.49625;-0.304542;-0.00935617;0;0;1;2.34188e-17;1.73472e-18;0
ID;1069;1.05147;1.46375;6.13382;-0.669521;-0.551385;-0.377564;-0.324286;1.05147;1.46375;6.13382;-0.669521;-0.551385;-0.377564;-0.324286;0;0;1;8.32667e-17;0;0
ID;1070;0.266914;1.57411;6.1912;-0.703237;-0.696903;-0.12642;-0.0616648;0.266914;1.57411;6.1912;-0.703237;-0.696903;-0.12642;-0.0616648;0;0;1;0;0;0
ID;1071;0.658807;0.731957;5.87604;-0.926392;-0.308227;-0.18183;-0.117187;0.658807;0.731957;5.87604;-0.926392;-0.308227;-0.18183;-0.117187;0;0;1;5.89806e-17;2.08167e-17;0
ID;1072;0.474867;0.850328;6.02128;-0.905811;-0.384798;-0.148534;-0.0968196;0.474867;0.850328;6.02128;-0.905811;-0.384798;-0.148534;-0.0968196;0;0;1;6.07153e-17;4.16334e-17;0
ID;1073;0.825753;1.32539;5.72674;-0.7812;-0.474074;-0.392147;-0.105833;0.825753;1.32539;5.72674;-0.7812;-0.474074;-0.392147;-0.105833;0;0;1;1.38778e-17;0;0
ID;1074;0.536383;1.55673;6.26881;-0.687946;-0.675661;-0.190913;-0.183749;0.536383;1.55673;6.26881;-0.687946;-0.675661;-0.190913;-0.183749;0;0;1;1.38778e-17;0;0
ID;1075;0.829627;1.18485;6.04702;-0.793334;-0.480949;-0.28367;-0.242569;0.829627;1.18485;6.04702;-0.793334;-0.480949;-0.28367;-0.242569;0;0;1;1.11022e-16;2.77556e-17;0
ID;1076;1.01812;1.0815;5.98927;-0.801728;-0.407926;-0.313998;-0.3037;1.01812;1.0815;5.98927;-0.801728;-0.407926;-0.313998;-0.3037;4.21468e-08;4.21468e-08;1;6.93889e-17;1.38778e-17;0
ID;1077;1.14717;1.65698;6.05621;-0.605693;-0.569709;-0.467407;-0.300164;1.14717;1.65698;6.05621;-0.605693;-0.569709;-0.467407;-0.300164;0;0;1;0;0;0
ID;1078;1.28119;1.45228;6.04744;-0.64789;-0.481983;-0.456699;-0.373306;1.28119;1.45228;6.04744;-0.64789;-0.481983;-0.456699;-0.373306;0;0;1;2.77556e-17;0;0
ID;1079;0.767779;1.20601;6.01823;-0.797741;-0.49318;-0.280001;-0.204897;0.767779;1.20601;6.01823;-0.797741;-0.49318;-0.280001;-0.204897;0;0;1;1.38778e-17;0;0
ID;1080;0.507467;1.39256;5.92026;-0.76523;-0.581585;-0.270393;-0.0554008;0.507467;1.39256;5.92026;-0.76523;-0.581585;-0.270393;-0.0554008;0;0;1;6.93889e-18;0;0
ID;1081;0.828268;1.43346;5.91013;-0.734514;-0.541935;-0.371285;-0.170128;0.828268;1.43346;5.91013;-0.734514;-0.541935;-0.371285;-0.170128;0;0;1;2.77556e-17;0;0
ID;1082;0.434759;0.663268;5.88114;-0.945385;-0.297503;-0.132288;-0.0154627;0.434759;0.663268;5.88114;-0.945385;-0.297503;-0.132288;-0.0154627;0;0;1;2.86229e-17;1.73472e-18;4.33681e-19
ID;1083;0.430894;1.37078;5.85582;-0.77417;-0.575582;-0.263369;-0.0013644;0.430894;1.37078;5.85582;-0.77417;-0.575582;-0.263369;-0.0013644;0;0;1;1.18178e-17;4.77049e-18;0
ID;1084;1.03082;1.37881;6.12159;-0.69989;-0.526335;-0.357164;-0.324899;1.03082;1.37881;6.12159;-0.69989;-0.526335;-0.357164;-0.324899;0;0;1;0;0;0
ID;1085;0.509842;1.48184;6.13776;-0.725633;-0.639064;-0.217206;-0.133699;0.509842;1.48184;6.13776;-0.725633;-0.639064;-0.217206;-0.133699;0;0;1;1.17961e-16;4.16334e-17;2.77556e-17
ID;1086;0.921809;1.22763;5.89066;-0.788999;-0.456026;-0.351858;-0.213817;0.921809;1.22763;5.89066;-0.788999;-0.456026;-0.351858;-0.213817;0;0;1;1.80411e-16;0;0
ID;1087;0.901423;1.48247;6.03853;-0.698219;-0.567341;-0.366087;-0.237896;0.901423;1.48247;6.03853;-0.698219;-0.567341;-0.366087;-0.237896;2.98023e-08;2.98023e-08;1;2.77556e-17;0;0
ID;1088;0.771784;0.815689;5.94713;-0.896278;-0.337323;-0.208637;-0.198418;0.771784;0.815689;5.94713;-0.896278;-0.337323;-0.208637;-0.198418;2.98023e-08;2.98023e-08;1;2.77556e-17;0;0
ID;1089;0.187674;1.01886;6.22175;-0.871285;-0.483901;-0.0605846;-0.0550703;0.187674;1.01886;6.22175;-0.871285;-0.483901;-0.0605846;-0.0550703;2.98023e-08;2.98023e-08;1;5.59448e-17;3.46945e-18;0
ID;1090;0.751884;1.50747;5.91049;-0.716072;-0.579;-0.364853;-0.137414;0.751884;1.50747;5.91049;-0.716072;-0.579;-0.364853;-0.137414;0;0;1;1.38778e-17;0;0
ID;1091;0.879693;1.04505;5.69628;-0.857293;-0.370794;-0.334039;-0.126408;0.879693;1.04505;5.69628;-0.857293;-0.370794;-0.334039;-0.126408;0;0;1;2.08167e-17;0;0
ID;1092;0.0904393;0.509969;6.19768;-0.967664;-0.251255;-0.0221608;-0.00238686;0.0904393;0.509969;6.19768;-0.967664;-0.251255;-0.0221608;-0.00238686;0;0;1;4.33681e-19;0;0
ID;1093;0.151852;0.928228;6.17058;-0.894046;-0.443723;-0.0590168;-0.0175476;0.151852;0.928228;6.17058;-0.894046;-0.443723;-0.0590168;-0.0175476;0;0;1;2.60209e-18;0;0
ID;1094;0.715349;1.37143;5.64365;-0.77341;-0.493398;-0.396907;-0.0293333;0.715349;1.37143;5.64365;-0.77341;-0.493398;-0.396907;-0.0293333;0;0;1;1.12757e-16;1.38778e-17;1.38778e-17
ID;1095;0.627688;1.57864;5.76058;-0.703358;-0.595663;-0.386141;-0.036989;0.627688;1.57864;5.76058;-0.703358;-0.595663;-0.386141;-0.036989;0;0;1;6.93889e-18;6.93889e-18;0
ID;1096;1.09531;1.06819;5.84127;-0.815202;-0.365953;-0.353871;-0.276225;1.09531;1.06819;5.84127;-0.815202;-0.365953;-0.353871;-0.276225;0;0;1;1.38778e-17;0;0
ID;1097;1.0596;1.17448;6.04198;-0.763746;-0.440945;-0.335491;-0.331218;1.0596;1.17448;6.04198;-0.763746;-0.440945;-0.335491;-0.331218;0;0;1;0;0;0
ID;1098;0.609905;1.28078;5.97729;-0.792616;-0.535955;-0.264139;-0.121417;0.609905;1.28078;5.97729;-0.792616;-0.535955;-0.264139;-0.121417;0;0;1;1.17961e-16;4.16334e-17;0
ID;1099;0.631743;1.53746;5.85083;-0.715224;-0.599122;-0.352688;-0.0715398;0.631743;1.53746;5.85083;-0.715224;-0.599122;-0.352688;-0.0715398;0;0;1;2.08167e-17;6.93889e-18;0
ID;1100;0.250313;0.926827;6.15312;-0.892916;-0.438944;-0.0845039;-0.0537497;0.250313;0.926827;6.15312;-0.892916;-0.438944;-0.0845039;-0.0537497;0;0;1;6.93889e-18;0;0
ID;1101;1.10503;1.06009;5.86515;-0.812384;-0.365921;-0.34886;-0.29057;1.10503;1.06009;5.86515;-0.812384;-0.365921;-0.34886;-0.29057;2.98023e-08;2.98023e-08;1;1.38778e-17;0;0
ID;1102;0.330395;1.00944;6.06143;-0.87402;-0.465249;-0.131809;-0.0475252;0.330395;1.00944;6.06143;-0.87402;-0.465249;-0.131809;-0.0475252;0;0;1;1.38778e-17;0;0
ID;1103;0.24014;1.035;6.19775;-0.866461;-0.488167;-0.0801766;-0.0671578;0.24014;1.035;6.19775;-0.866461;-0.488167;-0.0801766;-0.0671578;0;0;1;0;0;0
ID;1104;0.550639;1.47232;6.22855;-0.718378;-0.640935;-0.200117;-0.181905;0.550639;1.47232;6.22855;-0.718378;-0.640935;-0.200117;-0.181905;0;0;1;1.38778e-17;0;0
ID;1105;0.605057;1.54901;5.86761;-0.711562;-0.610256;-0.341607;-0.067615;0.605057;1.54901;5.86761;-0.711562;-0.610256;-0.341607;-0.067615;4.21468e-08;4.21468e-08;1;6.93889e-18;0;0
ID;1106;0.743441;1.14886;5.5791;-0.83934;-0.407147;-0.359816;-0.0165172;0.743441;1.14886;5.5791;-0.83934;-0.407147;-0.359816;-0.0165172;0;0;1;8.67362e-18;6.93889e-18;0
ID;1107;0.992186;1.07633;5.72259;-0.838734;-0.365687;-0.359157;-0.183859;0.992186;1.07633;5.72259;-0.838734;-0.365687;-0.359157;-0.183859;0;0;1;2.77556e-17;0;0
ID;1108;0.532721;1.31831;5.76523;-0.790488;-0.529863;-0.307147;-0.00583628;0.532721;1.31831;5.76523;-0.790488;-0.529863;-0.307147;-0.00583628;0;0;1;3.03577e-18;2.60209e-18;0
ID;1109;1.21985;1.46486;6.0657;-0.652107;-0.503303;-0.440247;-0.357247;1.21985;1.46486;6.0657;-0.652107;-0.503303;-0.440247;-0.357247;0;0;1;8.32667e-17;0;0
ID;1110;0.978982;1.4942;5.95738;-0.694881;-0.539966;-0.412526;-0.23537;0.978982;1.4942;5.95738;-0.694881;-0.539966;-0.412526;-0.23537;0;0;1;2.77556e-17;0;0
ID;1111;0.50637;0.692969;5.80399;-0.940486;-0.299188;-0.160655;-0.0127782;0.50637;0.692969;5.80399;-0.940486;-0.299188;-0.160655;-0.0127782;0;0;1;5.55112e-17;2.81893e-17;1.73472e-18
ID;1112;0.526148;1.14307;5.85214;-0.840122;-0.480146;-0.249113;-0.0399787;0.526148;1.14307;5.85214;-0.840122;-0.480146;-0.249113;-0.0399787;0;0;1;6.93889e-18;0;0
ID;1113;0.98479;1.60039;5.92162;-0.663019;-0.560968;-0.447338;-0.213563;0.98479;1.60039;5.92162;-0.663019;-0.560968;-0.447338;-0.213563;0;0;1;1.38778e-17;0;0
ID;1114;0.300262;0.492197;5.99694;-0.969847;-0.233221;-0.0704233;-0.00679764;0.300262;0.492197;5.99694;-0.969847;-0.233221;-0.0704233;-0.00679764;2.98023e-08;2.98023e-08;1;1.51788e-18;8.67362e-19;0
ID;1115;1.14025;1.57956;6.06761;-0.630089;-0.553162;-0.445415;-0.314014;1.14025;1.57956;6.06761;-0.630089;-0.553162;-0.445415;-0.314014;0;0;1;2.77556e-17;0;0
ID;1116;0.612402;0.963734;5.89347;-0.880644;-0.406467;-0.222612;-0.0984614;0.612402;0.963734;5.89347;-0.880644;-0.406467;-0.222612;-0.0984614;0;0;1;0;0;0
ID;1117;1.02506;0.742154;5.79254;-0.898865;-0.263375;-0.249251;-0.246069;1.02506;0.742154;5.79254;-0.898865;-0.263375;-0.249251;-0.246069;0;0;1;1.59595e-16;6.93889e-17;2.77556e-17
ID;1118;0.277943;0.642983;6.10899;-0.947489;-0.307942;-0.0708271;-0.0491929;0.277943;0.642983;6.10899;-0.947489;-0.307942;-0.0708271;-0.0491929;0;0;1;5.63785e-17;5.20417e-18;0
ID;1119;1.11252;1.11571;5.91263;-0.790677;-0.390372;-0.357547;-0.307572;1.11252;1.11571;5.91263;-0.790677;-0.390372;-0.357547;-0.307572;2.98023e-08;2.98023e-08;1;2.77556e-17;0;0
ID;1120;0.748996;0.969316;5.72234;-0.880922;-0.369509;-0.283781;-0.0831197;0.748996;0.969316;5.72234;-0.880922;-0.369509;-0.283781;-0.0831197;0;0;1;0;0;0
ID;1121;0.654939;1.34258;5.72492;-0.782104;-0.511027;-0.354589;-0.0378326;0.654939;1.34258;5.72492;-0.782104;-0.511027;-0.354589;-0.0378326;0;0;1;1.38778e-17;3.46945e-18;0
ID;1122;0.551847;0.678786;5.74426;-0.942937;-0.284618;-0.172699;-0.00609129;0.551847;0.678786;5.74426;-0.942937;-0.284618;-0.172699;-0.00609129;2.98023e-08;2.98023e-08;1;5.85469e-17;5.61617e-17;3.46945e-18
ID;1123;0.403068;0.91204;5.99945;-0.896215;-0.414667;-0.148273;-0.0535355;0.403068;0.91204;5.99945;-0.896215;-0.414667;-0.148273;-0.0535355;0;0;1;5.55112e-17;2.77556e-17;0
ID;1124;0.883931;1.15462;6.03744;-0.795636;-0.460999;-0.292138;-0.262867;0.883931;1.15462;6.03744;-0.795636;-0.460999;-0.292138;-0.262867;0;0;1;1.38778e-17;0;0
ID;1125;0.725383;0.41989;5.74356;-0.973827;-0.16809;-0.123203;-0.0907076;0.725383;0.41989;5.74356;-0.973827;-0.16809;-0.123203;-0.0907076;0;0;1;0;0;0
ID;1126;0.501775;1.43191;6.15979;-0.741004;-0.624534;-0.201838;-0.141887;0.501775;1.43191;6.15979;-0.741004;-0.624534;-0.201838;-0.141887;0;0;1;1.38778e-17;0;0
ID;1127;0.852849;0.933601;5.73751;-0.882501;-0.344416;-0.289664;-0.136615;0.852849;0.933601;5.73751;-0.882501;-0.344416;-0.289664;-0.136615;0;0;1;6.245e-17;2.08167e-17;0
ID;1128;1.06895;1.0666;5.83005;-0.820634;-0.368126;-0.350618;-0.260979;1.06895;1.0666;5.83005;-0.820634;-0.368126;-0.350618;-0.260979;2.98023e-08;2.98023e-08;1;1.38778e-17;0;0
ID;1129;0.690628;1.1037;6.08044;-0.826346;-0.472823;-0.22647;-0.205676;0.690628;1.1037;6.08044;-0.826346;-0.472823;-0.22647;-0.205676;0;0;1;2.77556e-17;0;0
ID;1130;0.801793;1.41723;5.89131;-0.743373;-0.538273;-0.365758;-0.154529;0.801793;1.41723;5.89131;-0.743373;-0.538273;-0.365758;-0.154529;0;0;1;0;0;0
ID;1131;0.462231;1.03508;6.08039;-0.861738;-0.467643;-0.161495;-0.112412;0.462231;1.03508;6.08039;-0.861738;-0.467643;-0.161495;-0.112412;0;0;1;6.93889e-18;0;0
ID;1132;0.932875;1.37372;5.66361;-0.763772;-0.45248;-0.444253;-0.120635;0.932875;1.37372;5.66361;-0.763772;-0.45248;-0.444253;-0.120635;0;0;1;6.245e-17;4.16334e-17;0
ID;1133;0.460311;1.33943;6.18954;-0.77086;-0.597103;-0.169747;-0.142929;0.460311;1.33943;6.18954;-0.77086;-0.597103;-0.169747;-0.142929;0;0;1;0;0;0
ID;1134;0.936041;1.40047;6.07549;-0.714542;-0.541868;-0.348751;-0.272364;0.936041;1.40047;6.07549;-0.714542;-0.541868;-0.348751;-0.272364;2.98023e-08;2.98023e-08;1;2.77556e-17;0;0
ID;1135;0.666638;1.16795;5.6249;-0.834272;-0.434722;-0.339109;-0.00348256;0.666638;1.16795;5.6249;-0.834272;-0.434722;-0.339109;-0.00348256;2.98023e-08;2.98023e-08;1;1.60462e-17;1.04083e-17;0
ID;1136;0.816278;1.62729;5.80032;-0.677333;-0.578777;-0.439599;-0.113972;0.816278;1.62729;5.80032;-0.677333;-0.578777;-0.439599;-0.113972;0;0;1;1.38778e-17;0;0
ID;1137;0.256341;0.99768;6.15366;-0.876373;-0.469531;-0.0917279;-0.0556454;0.256341;0.99768;6.15366;-0.876373;-0.469531;-0.0917279;-0.0556454;2.98023e-08;2.98023e-08;1;5.63785e-17;1.04083e-17;0
ID;1138;0.846335;1.5511;5.64885;-0.710029;-0.51685;-0.472247;-0.0755474;0.846335;1.5511;5.64885;-0.710029;-0.51685;-0.472247;-0.0755474;0;0;1;1.38778e-17;1.38778e-17;0
ID;1139;0.740539;1.05593;5.89762;-0.850263;-0.426009;-0.268901;-0.152515;0.740539;1.05593;5.89762;-0.850263;-0.426009;-0.268901;-0.152515;0;0;1;1.38778e-17;0;0
ID;1140;0.345531;1.21345;6.13464;-0.817537;-0.552871;-0.139428;-0.0807837;0.345531;1.21345;6.13464;-0.817537;-0.552871;-0.139428;-0.0807837;4.21468e-08;4.21468e-08;1;1.38778e-17;0;0
ID;1141;0.860206;0.960053;5.77454;-0.873315;-0.357796;-0.291965;-0.155111;0.860206;0.960053;5.77454;-0.873315;-0.357796;-0.291965;-0.155111;0;0;1;1.38778e-17;0;0
ID;1142;0.880143;1.78354;5.6013;-0.624954;-0.552665;-0.547841;-0.0621544;0.880143;1.78354;5.6013;-0.624954;-0.552665;-0.547841;-0.0621544;0;0;1;2.08167e-17;2.08167e-17;0
ID;1143;0.908394;1.59666;5.66055;-0.690793;-0.516393;-0.496253;-0.0993786;0.908394;1.59666;5.66055;-0.690793;-0.516393;-0.496253;-0.0993786;2.98023e-08;2.98023e-08;1;2.08167e-17;0;0
ID;1144;0.960068;1.12164;5.94684;-0.805973;-0.423998;-0.321127;-0.25983;0.960068;1.12164;5.94684;-0.805973;-0.423998;-0.321127;-0.25983;0;0;1;6.93889e-17;2.77556e-17;0
ID;1145;0.366333;1.34248;6.06875;-0.780793;-0.595919;-0.178078;-0.0594161;0.366333;1.34248;6.06875;-0.780793;-0.595919;-0.178078;-0.0594161;0;0;1;1.38778e-17;0;0
ID;1146;0.737993;0.877121;5.86177;-0.894046;-0.355261;-0.232606;-0.142711;0.737993;0.877121;5.86177;-0.894046;-0.355261;-0.232606;-0.142711;0;0;1;2.08167e-17;0;0
ID;1147;1.00067;1.40887;6.11297;-0.697229;-0.539756;-0.357845;-0.307378;1.00067;1.40887;6.11297;-0.697229;-0.539756;-0.357845;-0.307378;0;0;1;2.77556e-17;0;0
ID;1148;0.53163;1.60033;6.12135;-0.684714;-0.674774;-0.243817;-0.128064;0.53163;1.60033;6.12135;-0.684714;-0.674774;-0.243817;-0.128064;0;0;1;0;0;0
ID;1149;0.812399;1.25317;5.60978;-0.80808;-0.431876;-0.396644;-0.0562511;0.812399;1.25317;5.60978;-0.80808;-0.431876;-0.396644;-0.0562511;0;0;1;1.38778e-17;6.93889e-18;0
ID;1150;1.16649;1.68258;5.93188;-0.611902;-0.540933;-0.512997;-0.264202;1.16649;1.68258;5.93188;-0.611902;-0.540933;-0.512997;-0.264202;0;0;1;0;0;0
ID;1151;0.799891;1.38653;5.76192;-0.761711;-0.50462;-0.392105;-0.106809;0.799891;1.38653;5.76192;-0.761711;-0.50462;-0.392105;-0.106809;2.98023e-08;2.98023e-08;1;6.245e-17;4.85723e-17;0
ID;1152;1.02967;1.72688;5.91625;-0.614473;-0.582175;-0.488672;-0.211414;1.02967;1.72688;5.91625;-0.614473;-0.582175;-0.488672;-0.211414;0;0;1;2.77556e-17;0;0
ID;1153;0.787715;0.78096;5.83013;-0.911811;-0.309703;-0.22128;-0.154013;0.787715;0.78096;5.83013;-0.911811;-0.309703;-0.22128;-0.154013;0;0;1;6.245e-17;4.16334e-17;0
ID;1154;1.07333;1.63044;5.81597;-0.654459;-0.522413;-0.506843;-0.20464;1.07333;1.63044;5.81597;-0.654459;-0.522413;-0.506843;-0.20464;4.21468e-08;4.21468e-08;1;6.93889e-17;1.38778e-17;0
ID;1155;0.67157;1.4871;5.67928;-0.735649;-0.543856;-0.403015;-0.0248986;0.67157;1.4871;5.67928;-0.735649;-0.543856;-0.403015;-0.0248986;2.98023e-08;2.98023e-08;1;1.21431e-17;3.46945e-18;0
ID;1156;0.752039;1.44201;5.69708;-0.748557;-0.517813;-0.409459;-0.0622474;0.752039;1.44201;5.69708;-0.748557;-0.517813;-0.409459;-0.0622474;0;0;1;2.08167e-17;6.93889e-18;0
ID;1157;1.04355;1.50428;6.13052;-0.658975;-0.564601;-0.384695;-0.314624;1.04355;1.50428;6.13052;-0.658975;-0.564601;-0.384695;-0.314624;4.21468e-08;4.21468e-08;1;2.77556e-17;0;0
ID;1158;1.08159;1.57145;5.81158;-0.674254;-0.504543;-0.495743;-0.212266;1.08159;1.57145;5.81158;-0.674254;-0.504543;-0.495743;-0.212266;0;0;1;1.38778e-17;0;0
ID;1159;0.819782;0.677956;5.57225;-0.941699;-0.239794;-0.230371;-0.0513002;0.819782;0.677956;5.57225;-0.941699;-0.239794;-0.230371;-0.0513002;0;0;1;6.93889e-18;0;0
ID;1160;0.879351;1.40413;5.63177;-0.758556;-0.465696;-0.447417;-0.0868279;0.879351;1.40413;5.63177;-0.758556;-0.465696;-0.447417;-0.0868279;0;0;1;6.93889e-18;0;0
ID;1161;0.838579;1.44382;5.81661;-0.737599;-0.525036;-0.401272;-0.1388;0.838579;1.44382;5.81661;-0.737599;-0.525036;-0.401272;-0.1388;0;0;1;2.77556e-17;0;0
ID;1162;1.19775;1.73634;5.94578;-0.58735;-0.549156;-0.529926;-0.269494;1.19775;1.73634;5.94578;-0.58735;-0.549156;-0.529926;-0.269494;2.98023e-08;2.98023e-08;1;2.77556e-17;0;0
ID;1163;0.432729;0.935678;6.12828;-0.883947;-0.431633;-0.130601;-0.123586;0.432729;0.935678;6.12828;-0.883947;-0.431633;-0.130601;-0.123586;0;0;1;6.93889e-18;0;0
ID;1164;0.546255;1.62925;5.99319;-0.680516;-0.664799;-0.295386;-0.0876764;0.546255;1.62925;5.99319;-0.680516;-0.664799;-0.295386;-0.0876764;4.21468e-08;4.21468e-08;1;1.38778e-17;6.93889e-18;0
ID;1165;0.394416;1.53971;5.96358;-0.717511;-0.652142;-0.243246;-0.02685;0.394416;1.53971;5.96358;-0.717511;-0.652142;-0.243246;-0.02685;4.21468e-08;4.21468e-08;1;6.93889e-18;6.93889e-18;0
ID;1166;0.627519;1.30534;5.91472;-0.78781;-0.533548;-0.29009;-0.102616;0.627519;1.30534;5.91472;-0.78781;-0.533548;-0.29009;-0.102616;2.98023e-08;2.98023e-08;1;6.245e-17;3.46945e-17;0
ID;1167;0.320012;1.2906;6.01724;-0.798628;-0.575808;-0.173698;-0.0215944;0.320012;1.2906;6.01724;-0.798628;-0.575808;-0.173698;-0.0215944;0;0;1;6.93889e-18;3.46945e-18;0
ID;1168;0.472861;0.73393;6.06463;-0.925885;-0.337557;-0.121579;-0.118366;0.472861;0.73393;6.06463;-0.925885;-0.337557;-0.121579;-0.118366;0;0;1;5.89806e-17;2.77556e-17;0
ID;1169;1.38084;1.57325;6.22985;-0.556295;-0.533617;-0.465272;-0.435098;1.38084;1.57325;6.22985;-0.556295;-0.533617;-0.465272;-0.435098;0;0;1;0;0;0
ID;1170;0.892148;1.14789;5.9219;-0.810356;-0.439766;-0.318435;-0.22029;0.892148;1.14789;5.9219;-0.810356;-0.439766;-0.318435;-0.22029;0;0;1;1.38778e-17;0;0
ID;1171;0.174489;0.432529;6.16877;-0.976265;-0.212348;-0.0308894;-0.0293317;0.174489;0.432529;6.16877;-0.976265;-0.212348;-0.0308894;-0.0293317;0;0;1;1.3932e-16;1.21431e-17;0
ID;1172;0.521254;0.867983;5.92014;-0.904457;-0.380058;-0.179924;-0.0716952;0.521254;0.867983;5.92014;-0.904457;-0.380058;-0.179924;-0.0716952;0;0;1;3.46945e-18;0;0
ID;1173;1.07102;1.63383;5.97579;-0.635186;-0.562634;-0.463613;-0.255039;1.07102;1.63383;5.97579;-0.635186;-0.562634;-0.463613;-0.255039;0;0;1;2.77556e-17;2.77556e-17;0
ID;1174;0.999131;1.75825;5.91048;-0.606793;-0.595997;-0.48782;-0.196525;0.999131;1.75825;5.91048;-0.606793;-0.595997;-0.48782;-0.196525;0;0;1;9.71445e-17;6.93889e-17;5.55112e-17
ID;1175;0.505368;1.19723;6.08994;-0.816077;-0.52947;-0.192856;-0.128402;0.505368;1.19723;6.08994;-0.816077;-0.52947;-0.192856;-0.128402;4.21468e-08;4.21468e-08;1;0;0;0
ID;1176;1.21557;1.4497;6.01966;-0.665372;-0.489825;-0.446848;-0.343043;1.21557;1.4497;6.01966;-0.665372;-0.489825;-0.446848;-0.343043;0;0;1;2.77556e-17;0;0
ID;1177;0.660144;1.64099;5.91852;-0.674431;-0.637538;-0.358627;-0.100372;0.660144;1.64099;5.91852;-0.674431;-0.637538;-0.358627;-0.100372;2.98023e-08;2.98023e-08;1;1.38778e-17;0;0
ID;1178;0.418927;0.510078;6.02027;-0.964711;-0.237764;-0.0843517;-0.0754077;0.418927;0.510078;6.02027;-0.964711;-0.237764;-0.0843517;-0.0754077;2.98023e-08;2.98023e-08;1;1.14492e-16;3.46945e-17;0
ID;1179;0.641074;1.56678;5.76871;-0.707107;-0.591138;-0.385418;-0.0448187;0.641074;1.56678;5.76871;-0.707107;-0.591138;-0.385418;-0.0448187;0;0;1;6.93889e-18;0;0
ID;1180;0.939273;1.36291;5.89138;-0.747741;-0.495487;-0.388968;-0.209951;0.939273;1.36291;5.89138;-0.747741;-0.495487;-0.388968;-0.209951;2.98023e-08;2.98023e-08;1;0;0;0
ID;1181;0.560937;1.59103;6.17886;-0.681756;-0.675074;-0.233216;-0.15841;0.560937;1.59103;6.17886;-0.681756;-0.675074;-0.233216;-0.15841;0;0;1;1.38778e-17;0;0
ID;1182;0.428095;1.40945;6.07947;-0.757001;-0.615767;-0.201264;-0.0852856;0.428095;1.40945;6.07947;-0.757001;-0.615767;-0.201264;-0.0852856;0;0;1;5.55112e-17;1.38778e-17;0
ID;1183;0.404017;0.75383;5.95484;-0.929139;-0.343653;-0.131782;-0.0351724;0.404017;0.75383;5.95484;-0.929139;-0.343653;-0.131782;-0.0351724;0;0;1;1.04083e-17;0;0
ID;1184;0.619846;1.07608;5.87852;-0.85375;-0.446675;-0.251175;-0.0922126;0.619846;1.07608;5.87852;-0.85375;-0.446675;-0.251175;-0.0922126;0;0;1;5.89806e-17;2.77556e-17;0
ID;1185;0.317164;0.95705;6.15174;-0.883851;-0.448935;-0.102423;-0.0823088;0.317164;0.95705;6.15174;-0.883851;-0.448935;-0.102423;-0.0823088;2.98023e-08;2.98023e-08;1;6.93889e-18;0;0
ID;1186;0.60772;1.57017;6.22084;-0.681194;-0.667581;-0.232425;-0.190497;0.60772;1.57017;6.22084;-0.681194;-0.667581;-0.232425;-0.190497;0;0;1;0;0;0
ID;1187;0.712637;1.43435;5.87872;-0.744737;-0.55737;-0.348319;-0.115671;0.712637;1.43435;5.87872;-0.744737;-0.55737;-0.348319;-0.115671;0;0;1;1.38778e-17;0;0
ID;1188;0.239659;1.21709;6.07083;-0.820403;-0.557137;-0.128106;-0.0111996;0.239659;1.21709;6.07083;-0.820403;-0.557137;-0.128106;-0.0111996;0;0;1;1.73472e-18;0;0
ID;1189;0.678126;1.1755;5.90618;-0.822777;-0.479097;-0.279146;-0.124823;0.678126;1.1755;5.90618;-0.822777;-0.479097;-0.279146;-0.124823;0;0;1;2.08167e-17;0;0
ID;1190;0.810495;1.58238;5.96555;-0.681761;-0.601019;-0.380223;-0.17149;0.810495;1.58238;5.96555;-0.681761;-0.601019;-0.380223;-0.17149;0;0;1;2.77556e-17;0;0
ID;1191;0.750057;1.70813;5.65896;-0.655622;-0.582857;-0.478258;-0.0413038;0.750057;1.70813;5.65896;-0.655622;-0.582857;-0.478258;-0.0413038;0;0;1;2.08167e-17;6.93889e-18;0
